kepid,kepoi_name,koi_disposition,koi_pdisposition,koi_score,koi_period,koi_duration,koi_depth,koi_prad,koi_steff,koi_slogg,koi_srad,koi_smass
12120943,K01458.01,CANDIDATE,CANDIDATE,0.978,8.98128472,4.70918880295095,4928.743009854131,9.295922238260992,5977.0,4.473,1.214,0.957
9480310,K01470.01,CANDIDATE,CANDIDATE,1.0,15.43400996,3.9410385379227546,1779.6616311056002,4.481603016962775,5900.0,4.509,0.974,0.954
7761545,K01472.01,CONFIRMED,CANDIDATE,0.933,85.3514875,6.356839056091305,4678.703403780848,7.1397072305273594,5584.0,4.478,0.957,0.989
7499398,K01473.01,CANDIDATE,CANDIDATE,1.0,23.02028478,3.0043851736094935,5056.145572123527,7.577222787390053,5613.0,4.496,0.977,0.88
4770365,K01475.02,CANDIDATE,CANDIDATE,0.974,9.51220046,2.840180257921136,1172.7326937873706,2.4763883547613945,4224.0,4.662,0.663,0.669
4770365,K01475.03,CANDIDATE,CANDIDATE,0.988,4.72941177,2.1821719980716123,432.4178891225161,1.5037341506895736,4224.0,4.662,0.663,0.669
12406749,K01476.01,CANDIDATE,CANDIDATE,0.999,56.3587987,5.40037956170694,2551.8436992315596,4.181908433588434,5446.0,4.525,0.759,0.8
7811397,K01477.01,CANDIDATE,CANDIDATE,0.919,169.4976085,6.686486466915463,12160.611078520733,9.682316795553836,5270.0,4.592,0.805,0.812
12403119,K01478.01,CONFIRMED,CANDIDATE,0.965,76.13622222,7.567614879223259,2951.954967796211,5.5170923459024594,5591.0,4.494,0.931,0.924
7512982,K01480.01,CONFIRMED,CANDIDATE,1.0,20.38174802,3.641651999526295,1598.0551946664923,3.104427983509743,4883.0,4.515,0.712,0.726
7512982,K01480.02,CANDIDATE,CANDIDATE,0.975,7.00447892,2.532849103466129,228.70961457899242,1.1744320998185342,4883.0,4.515,0.712,0.726
9597806,K01481.01,CONFIRMED,CANDIDATE,1.0,5.101375725,2.5327249244981913,897.0038207538611,2.8811869558079786,5869.0,4.479,0.882,0.914
7898352,K01486.02,CONFIRMED,CANDIDATE,1.0,30.1837021,5.711424158536422,975.4865476668817,3.6211758485395484,5733.0,4.281,1.063,1.057
9589323,K01488.01,CONFIRMED,CANDIDATE,1.0,3.949627144,1.5101455390343208,813.757984531871,2.588669852881322,5155.0,4.523,0.832,0.861
9823487,K01489.01,CANDIDATE,CANDIDATE,1.0,16.00460392,3.806154345138002,831.8725733446053,2.230387623274824,5180.0,4.597,0.709,0.742
11821363,K01494.01,CANDIDATE,CANDIDATE,0.995,8.19596647,2.7101128950553397,794.2828652468537,2.287000400975695,4723.0,4.557,0.744,0.746
7629518,K01495.01,CONFIRMED,CANDIDATE,0.999,15.59466045,4.908118856270896,867.6430005551961,3.8970595570544986,5900.0,4.5,1.213,1.166
9636135,K01498.01,CONFIRMED,CANDIDATE,0.997,5.83376197,3.8026988082205184,531.5142898631997,3.2588786000400054,6213.0,4.387,1.296,0.998
7841925,K01499.01,CONFIRMED,CANDIDATE,1.0,14.16400071,4.199428699452948,728.9758291925131,2.414771964079866,5440.0,4.438,0.82,0.855
7841925,K01499.03,CANDIDATE,CANDIDATE,0.465,6.20920207,2.55222298269063,101.69560725248328,0.9019254830378136,5440.0,4.438,0.82,0.855
9813499,K01505.01,CONFIRMED,CANDIDATE,1.0,5.03257009,3.276841384623046,411.9835964117025,2.413082491010514,5970.0,4.521,1.09,0.98
12254792,K01506.01,CONFIRMED,CANDIDATE,1.0,40.4286676,6.316274369633097,908.6950623095058,3.0511444481356165,5813.0,4.561,0.928,0.944
12020218,K01507.01,CONFIRMED,CANDIDATE,1.0,21.3588236,5.700206778604659,640.5715416889501,2.8184820332241043,6170.0,4.472,1.021,0.965
7690844,K01508.01,CONFIRMED,CANDIDATE,1.0,22.0459163,4.791627135459601,799.5606692846602,3.9260861347204674,5900.0,4.509,1.273,1.12
12418724,K01516.01,CONFIRMED,CANDIDATE,1.0,20.55331441,4.979689463543475,673.7544744235269,3.0575973617692207,6325.0,4.409,1.08,1.081
7456001,K01517.01,CONFIRMED,CANDIDATE,1.0,40.0686713,5.720269420103351,972.6102109032242,3.925372986830605,6026.0,4.411,1.154,1.033
7549209,K01518.01,CONFIRMED,CANDIDATE,1.0,27.5071114,5.150438125697656,574.824405386809,2.8555906155832953,5783.0,4.539,1.092,1.085
7663405,K01519.01,CONFIRMED,CANDIDATE,1.0,5.1443645,2.602493691413082,312.8225265930373,1.6532386123696694,5157.0,4.445,0.857,0.873
7663405,K01519.02,CANDIDATE,CANDIDATE,0.746,57.132855,4.693781938640491,413.8159991233792,1.901473026176986,5157.0,4.445,0.857,0.873
12266636,K01522.01,CONFIRMED,CANDIDATE,0.997,33.3856176,4.875490603988465,552.4155453833224,2.7352880836092393,5833.0,4.407,1.067,0.99
12266636,K01522.02,CANDIDATE,CANDIDATE,0.954,12.654896,4.344991270565649,97.40044871409114,1.1485518523140994,5833.0,4.407,1.067,0.99
9824805,K01526.01,CONFIRMED,CANDIDATE,1.0,4.4444826,3.306154458979739,162.03600297648447,1.5480548221505253,6240.0,4.426,1.115,1.054
7768451,K01527.01,CANDIDATE,CANDIDATE,0.988,192.667139,4.619965455362156,1129.0340920929732,3.364355790807918,5401.0,4.487,0.918,0.931
7691260,K01528.01,CONFIRMED,CANDIDATE,1.0,3.989544192,1.5692168993954088,190.90466510818248,1.2899941583915377,5229.0,4.643,0.856,0.853
9821454,K01529.01,CONFIRMED,CANDIDATE,1.0,17.9776037,4.459014010256199,212.9583442848082,2.129654501114783,6296.0,4.46,1.338,1.135
9821454,K01529.02,CONFIRMED,CANDIDATE,1.0,11.8693144,4.422961452247943,101.85227070047543,1.4728115440657634,6296.0,4.46,1.338,1.135
11954842,K01530.01,CONFIRMED,CANDIDATE,1.0,12.98494603,3.39941152623173,257.50452372164114,2.1282944607740215,5948.0,4.384,1.216,0.996
11656246,K01532.01,CONFIRMED,CANDIDATE,0.997,18.11473813,4.90616774807296,240.72385553602916,2.3454625551091026,6109.0,4.247,1.386,1.308
7808587,K01533.01,CONFIRMED,CANDIDATE,1.0,6.24145791,3.0761849002553783,163.46106140519012,1.3624087661126276,5810.0,4.25,0.977,0.976
4741126,K01534.01,CONFIRMED,CANDIDATE,1.0,20.4222447,6.16943623624442,188.95467525681386,2.049524168026118,6119.0,4.274,1.367,1.259
4741126,K01534.02,CONFIRMED,CANDIDATE,0.995,7.63846084,3.905976045247183,71.13557539711879,1.2575279521134382,6119.0,4.274,1.367,1.259
11669125,K01535.01,CONFIRMED,CANDIDATE,0.957,70.6981724,6.520332464776316,357.47716118644803,1.895157767923579,5811.0,4.536,0.919,0.873
12159249,K01536.01,CONFIRMED,CANDIDATE,1.0,3.74443645,2.884175207281785,73.27283354618963,1.3407000991200584,5876.0,4.269,1.436,1.241
