,Planet_Name,ra,st_raerr,st_rah,st_raherr,ra_str,dec,st_decerr,dec_str,st_glon,st_glonerr,st_glat,st_glaterr,st_elon,st_elonerr,st_elat,st_elaterr,st_posn,st_plx,st_plxerr1,st_plxerr2,st_plxlim,st_plxn,st_dist,st_disterr1,st_disterr2,st_distlim,st_distn,st_pmra,st_pmraerr,st_pmralim,st_pmdec,st_pmdecerr,st_pmdeclim,st_pm,st_pmerr,st_pmlim,st_pmn,st_radv,st_radverr1,st_radverr2,st_radvlim,st_radvn,st_uj,st_ujerr,st_ujlim,st_bj,st_bjerr,st_bjlim,st_vj,st_vjerr,st_vjlim,st_rc,st_rcerr,st_rclim,st_ic,st_icerr,st_iclim,st_j,st_jerr,st_jlim,st_h,st_herr,st_hlim,st_k,st_kerr,st_klim,st_wise1,st_wise1err,st_wise1lim,st_wise2,st_wise2err,st_wise2lim,st_wise3,st_wise3err,st_wise3lim,st_wise4,st_wise4err,st_wise4lim,st_irac1,st_irac1err,st_irac1lim,st_irac2,st_irac2err,st_irac2lim,st_irac3,st_irac3err,st_irac3lim,st_irac4,st_irac4err,st_irac4lim,st_mips1,st_mips1err,st_mips1lim,st_mips2,st_mips2err,st_mips2lim,st_mips3,st_mips3err,st_mips3lim,st_iras1,st_iras1err,st_iras1lim,st_iras2,st_iras2err,st_iras2lim,st_iras3,st_iras3err,st_iras3lim,st_iras4,st_iras4err,st_iras4lim,st_optmag,st_optmagerr,st_optmaglim,st_optband,st_photn,st_umbj,st_umbjerr,st_umbjlim,st_bmvj,st_bmvjerr,st_bmvjlim,st_vjmic,st_vjmicerr,st_vjmiclim,st_vjmrc,st_vjmrcerr,st_vjmrclim,st_jmh2,st_jmh2err,st_jmh2lim,st_hmk2,st_hmk2err,st_hmk2lim,st_jmk2,st_jmk2err,st_jmk2lim,st_bmy,st_bmyerr,st_bmylim,st_m1,st_m1err,st_m1lim,st_c1,st_c1err,st_c1lim,st_colorn,st_spstr,st_ssperr,st_splim,st_spn,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffn,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggn,st_metfe,st_metfeerr1,st_metfeerr2,st_metfelim,st_metfen,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_lumn,st_rad,st_raderr1,st_raderr2,st_radlim,st_radn,st_mass,st_masserr1,st_masserr2,st_masslim,st_massn,st_dens,st_denserr1,st_denserr2,st_denslim,st_densn,st_age,st_ageerr1,st_ageerr2,st_agelim,st_agen,st_vsini,st_vsinierr1,st_vsinierr2,st_vsinilim,st_vsinin,st_acts,st_actserr,st_actslim,st_actsn,st_actr,st_actrerr,st_actrlim,st_actrn,st_actlx,st_actlxerr,st_actlxlim,st_actlxn,st_nts,st_nplc,st_nglc,st_nrvc,st_naxa,st_nimg,st_nspec,hd_name,hip_name,swasp_id,pl_name,pl_hostname,pl_letter,pl_pnum,pl_snum,pl_mnum,pl_status,pl_discmethod,pl_disc,pl_disc_refname,pl_publ_date,pl_facility,pl_telescope,pl_instrument,pl_locale,pl_def_refname,pl_rvflag,pl_imgflag,pl_astflag,pl_tranflag,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,pl_cbflag,pl_omflag,pl_pelink,pl_edelink,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpern,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbsmaxn,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_orbincln,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orbtpern,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbeccenn,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_orblpern,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_rvampn,pl_conrat,pl_conraterr1,pl_conraterr2,pl_conratlim,pl_conratband,pl_conratn,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msinin,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massn,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassn,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_rads,pl_radserr1,pl_radserr2,pl_radslim,pl_radn,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_densn,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtn,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insoln,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepn,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_trandurn,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidn,pl_tsystemref,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_impparn,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_occdepn,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratdorn,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_ratrorn,pl_mrtranmid,pl_mrtranmiderr1,pl_mrtranmiderr2,pl_mrtranmidlim,pl_mrtmrefid,pl_mrtmreflink,pl_mrtsystemref,pl_st_npar,pl_st_nref,rowupdate,gaia_plx,gaia_plxerr1,gaia_plxerr2,gaia_plxlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,gaia_pmra,gaia_pmraerr,gaia_pmralim,gaia_pmdec,gaia_pmdecerr,gaia_pmdeclim,gaia_pm,gaia_pmerr,gaia_pmlim,gaia_gmag,gaia_gmagerr,gaia_gmaglim,pl_angsep,pl_angseperr1,pl_angseperr2,pl_controvflag,pl_rad_ref,pl_mass_ref,tess_flag,unrefereed,tsm,tsmerr1,tsmerr2
0,kepler131b,288.530825,1.9e-05,19.23538834,1.3e-06,19h14m07.40s,40.942304,1.7e-05,+40d56m32.3s,72.323473,2.2e-05,13.436762,2e-05,301.197156,4e-05,62.389074,2e-05,2.0,4.34,0.03,-0.03,0.0,1.0,230.19,1.43,-1.43,0.0,3.0,3.5,1e+20,0.0,12.1,1e+20,0.0,12.6,1e+20,0.0,2.0,-22.62,0.77,-0.77,0.0,1.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,10.418,0.022,0.0,10.127,0.022,0.0,10.079,0.017,0.0,10.024,0.023,0.0,10.075,0.02,0.0,10.082,0.045,0.0,9.273,1e+20,-1.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,11.525,1e+20,0.0,Kepler-band,14.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,0.291,0.031,0.0,0.048,0.028,0.0,0.339,0.028,0.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,5.0,N/A,999999.0,999999.0,0.0,5685.0,74.0,-74.0,0.0,6.0,4.42,0.08,-0.08,0.0,4.0,0.12,0.07,-0.07,0.0,3.0,[Fe/H],0.9949170084418134,0.20001245099143827,0.20001245099143827,999999.0,1.0,1.03,0.1,-0.1,0.0,6.0,1.02,0.06,-0.06,0.0,2.0,1.44,0.21,-0.21,0.0,1.0,3.66,1e+20,1e+20,999999.0,2.0,0.4,1e+20,1e+20,0.0,1.0,1e+20,1e+20,999999.0,0.0,1e+20,1e+20,999999.0,0.0,1e+20,999999.0,999999.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,N/A,N/A,N/A,Kepler-131 b,Kepler-131,b,2.0,1.0,0.0,3.0,Transit,2014.0,Marcy et al. 2014,2014-02,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,Space,Marcy et al. 2014,1.0,0.0,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,http://exoplanet.eu/catalog/kepler-131_b/,N/A,16.092,0.0,0.0,0.0,4.0,1e+20,1e+20,1e+20,999999.0,0.0,1e+20,1e+20,1e+20,999999.0,0.0,1e+20,1e+20,1e+20,999999.0,0.0,1e+20,1e+20,1e+20,999999.0,0.0,1e+20,1e+20,1e+20,999999.0,0.0,3.95,0.8,-0.8,0.0,1.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,1e+20,1e+20,1e+20,999999.0,1e+20,1e+20,1e+20,999999.0,0.0,0.051,0.011,-0.011,0.0,16.13,3.5,-3.5,0.0,1.0,0.051,0.011,-0.011,0.0,16.13,3.5,-3.5,0.0,1.0,Mass,0.215,0.018,-0.018,0.0,2.41,0.2,-0.2,0.0,0.022,0.002,-0.002,0.0,3.0,6.35404083337328,2.098428634709924,2.098428634709924,0.0,1.0,2.7821617736486392e-08,1.3980907555924298e-08,1.3980907555924298e-08,999999.0,0.0,9.949170084418133e-41,1.9998610940009885e-40,1.9998610940009885e-40,999999.0,1.0,1e+20,1e+20,1e+20,999999.0,1.0,1e+20,1e+20,1e+20,999999.0,2.0,2455003.59795,1e+20,1e+20,0.0,4.0,BJD,0.79,0.02,-0.02,0.0,1.0,1e+20,1e+20,1e+20,999999.0,0.0,1e+20,1e+20,1e+20,999999.0,0.0,0.02126,1e+20,1e+20,0.0,2.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,46.0,13.0,2014-05-14,4.34,0.03,-0.03,0.0,230.19,1.43,-1.43,0.0,6.4,0.0,0.0,14.0,0.1,0.0,15.4,0.0,0.0,11.49,999999.0,0.0,1e+20,1e+20,1e+20,0.0,0,0,0.0,0,2.3653490360607467e-10,1.4049629944090985e-10,1.4049629944090985e-10
2,hd149026b,247.623413,2e-06,16.50822754,1e-07,16h30m29.62s,38.347309,2e-06,+38d20m50.3s,61.296758,3e-06,43.283307,1e-06,234.500346,3e-06,59.059608,2e-06,2.0,13.15,0.03,-0.03,0.0,3.0,76.03,0.17,-0.17,0.0,4.0,-77.9,0.0,0.0,52.6,0.1,0.0,94.0,0.1,0.0,3.0,-18.1,0.4,-0.4,0.0,2.0,1e+20,1e+20,999999.0,8.761,1e+20,0.0,8.15,1e+20,0.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,7.118,0.024,0.0,6.899,0.018,0.0,6.819,0.017,0.0,6.786,0.069,0.0,6.802,0.022,0.0,6.822,0.016,0.0,6.846,0.076,0.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,8.15,1e+20,0.0,V (Johnson),17.0,1e+20,1e+20,999999.0,0.611,1e+20,0.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,0.219,0.03,0.0,0.08,0.025,0.0,0.299,0.029,0.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,7.0,G0,999999.0,0.0,3.0,6179.0,15.0,-15.0,0.0,10.0,4.37,0.04,-0.04,0.0,7.0,0.32,1e+20,1e+20,0.0,10.0,[Fe/H],2.601965512822778,0.11356809604219133,0.11356809604219133,999999.0,5.0,1.41,0.03,-0.03,0.0,9.0,1.42,0.33,-0.33,0.0,9.0,0.72,0.16,-0.16,0.0,5.0,1e+20,1e+20,1e+20,0.0,6.0,6.0,0.5,-0.5,0.0,4.0,1e+20,1e+20,999999.0,0.0,1e+20,1e+20,999999.0,0.0,1e+20,999999.0,999999.0,0.0,17.0,11.0,1.0,3.0,2.0,3.0,4.0,HD 149026,HIP 80838,N/A,HD 149026 b,HD 149026,b,1.0,1.0,0.0,3.0,Radial Velocity,2005.0,Sato et al. 2005,2005-11,Subaru Telescope,8.2 m Subaru Telescope,HDS Spectrograph,Ground,Stassun et al. 2017,1.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,1.0,http://exoplanet.eu/catalog/hd_149026_b/,http://exoplanets.org/detail/HD_149026_b,2.87589,2e-06,-2e-06,0.0,7.0,1e+20,1e+20,1e+20,999999.0,5.0,84.55,0.58,-0.58,0.0,6.0,1e+20,1e+20,1e+20,999999.0,2.0,0.0,1e+20,1e+20,0.0,5.0,1e+20,1e+20,1e+20,999999.0,2.0,43.3,1.2,-1.2,0.0,9.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,1e+20,1e+20,1e+20,999999.0,1e+20,1e+20,1e+20,999999.0,2.0,0.38,0.06,-0.06,0.0,120.7754,19.0698,-19.0698,0.0,6.0,0.38,0.06,-0.06,0.0,120.7754,19.0698,-19.0698,0.0,8.0,Mass,0.74,0.02,-0.02,0.0,8.295,0.224,-0.224,0.0,0.076,0.002,-0.002,0.0,6.0,1.1667990724429484,0.20706590695643035,0.20706590695643035,999999.0,4.0,3.538026238432221e-08,1.769434329517366e-08,1.769434329517366e-08,999999.0,2.0,2.6019655128227776e-40,5.2051701059730066e-40,5.2051701059730066e-40,999999.0,0.0,0.29,0.0087,-0.0087,0.0,1.0,1e+20,1e+20,1e+20,999999.0,2.0,1e+20,1e+20,1e+20,999999.0,3.0,N/A,1e+20,1e+20,1e+20,999999.0,2.0,1e+20,1e+20,1e+20,999999.0,0.0,6.8,0.52,-0.52,0.0,4.0,1e+20,1e+20,1e+20,999999.0,3.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,132.0,30.0,2018-04-26,13.15,0.03,-0.03,0.0,76.03,0.17,-0.17,0.0,-77.9,0.0,0.0,52.6,0.1,0.0,94.0,0.1,0.0,8.014,999999.0,0.0,1e+20,1e+20,1e+20,0.0,0,0,0.0,0,3.64662706521971e-09,1.919173467008745e-09,1.919173467008745e-09
3,hd189733b,300.182129,2e-06,20.01214193,1.1e-07,20h00m43.71s,22.710854,1e-06,+22d42m39.1s,60.963018,2e-06,-3.922181,2e-06,308.740882,2e-06,42.176204,2e-06,3.0,50.57,0.03,-0.03,0.0,4.0,19.78,0.01,-0.01,0.0,6.0,-3.3,0.0,0.0,-250.2,0.0,0.0,250.2,0.0,0.0,4.0,-2.36,0.0,1e+20,0.0,4.0,1e+20,1e+20,999999.0,8.58,0.01,0.0,7.67,0.03,0.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,6.073,0.032,0.0,5.587,0.031,0.0,5.541,0.021,0.0,5.289,0.154,0.0,5.342,0.05,0.0,5.459,0.013,0.0,5.427,0.033,0.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,7.67,0.03,0.0,V (Johnson),19.0,1e+20,1e+20,999999.0,0.93,0.01,0.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,0.486,0.045,0.0,0.046,0.037,0.0,0.532,0.038,0.0,0.527,0.003,0.0,0.442,0.004,0.0,0.272,0.006,0.0,10.0,K2 V,999999.0,0.0,4.0,5052.0,16.0,-16.0,0.0,12.0,4.49,0.05,-0.05,0.0,10.0,-0.02,1e+20,1e+20,0.0,10.0,[Fe/H],0.32897767286655516,0.00971234178615486,0.00971234178615486,999999.0,6.0,0.75,0.01,-0.01,0.0,13.0,0.79,0.08,-0.08,0.0,11.0,2.65,0.25,-0.25,0.0,7.0,1e+20,1e+20,1e+20,0.0,6.0,3.5,1.0,1e+20,0.0,4.0,0.525,0.068,0.0,1.0,1e+20,1e+20,999999.0,0.0,28.44,999999.0,0.0,1.0,61.0,25.0,1.0,2.0,33.0,4.0,5.0,HD 189733 A,HIP 98505,N/A,HD 189733 b,HD 189733,b,1.0,2.0,0.0,3.0,Radial Velocity,2005.0,Bouchy et al. 2005,2005-12,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph,Ground,Stassun et al. 2017,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,http://exoplanet.eu/catalog/hd_189733_b/,http://exoplanets.org/detail/HD_189733_b,2.21857567,1.5e-07,-1.5e-07,0.0,12.0,1e+20,1e+20,1e+20,999999.0,7.0,85.71,0.0,0.0,0.0,10.0,1e+20,1e+20,1e+20,999999.0,0.0,0.0,1e+20,1e+20,0.0,5.0,1e+20,1e+20,1e+20,999999.0,1.0,205.0,6.0,-6.0,0.0,7.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,1e+20,1e+20,1e+20,999999.0,1e+20,1e+20,1e+20,999999.0,1.0,1.13,0.08,-0.08,0.0,359.1479,25.4264,-25.4264,0.0,9.0,1.13,0.08,-0.08,0.0,359.1479,25.4264,-25.4264,0.0,10.0,Mass,1.13,0.01,-0.01,0.0,12.666,0.112,-0.112,0.0,0.116,0.001,-0.001,0.0,9.0,0.9745893069972097,0.07368216327963635,0.07368216327963635,999999.0,8.0,2.1097319085895837e-08,1.0549808751101788e-08,1.0549808751101788e-08,999999.0,6.0,3.2897767286655515e-41,6.580270257077195e-41,6.580270257077195e-41,999999.0,1.0,2.4,0.0058,-0.0058,0.0,4.0,1e+20,1e+20,1e+20,999999.0,4.0,1e+20,1e+20,1e+20,999999.0,6.0,N/A,1e+20,1e+20,1e+20,999999.0,6.0,1e+20,1e+20,1e+20,999999.0,0.0,8.84,0.27,-0.27,0.0,7.0,1e+20,1e+20,1e+20,999999.0,9.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,187.0,59.0,2018-12-06,50.57,0.03,-0.03,0.0,19.78,0.01,-0.01,0.0,-3.3,0.0,0.0,-250.2,0.0,0.0,250.2,0.0,0.0,7.414,999999.0,0.0,1e+20,1e+20,1e+20,0.0,0,0,0.0,0,1.48883889060705e-08,7.529806694656898e-09,7.529806694656898e-09
4,hd209458b,330.794891,2e-06,22.05299276,1.6e-07,22h03m10.77s,18.884319,2e-06,+18d53m03.5s,76.753292,4e-06,-28.526856,3e-06,340.354117,4e-06,28.724212,3e-06,2.0,20.67,0.05,-0.05,0.0,4.0,48.37,0.12,-0.12,0.0,6.0,29.6,0.1,0.0,-17.9,0.1,0.0,34.6,0.1,0.0,3.0,-14.9,0.2,-0.2,0.0,5.0,1e+20,1e+20,999999.0,8.211,0.017,0.0,7.632,0.012,0.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,6.591,0.02,0.0,6.366,0.038,0.0,6.308,0.026,0.0,6.308,0.091,0.0,6.191,0.027,0.0,6.32,0.016,0.0,6.265,0.053,0.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,7.632,0.012,0.0,V (Johnson),22.0,1e+20,1e+20,999999.0,0.579,0.021,0.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,0.225,0.043,0.0,0.058,0.046,0.0,0.283,0.033,0.0,0.352,0.003,0.0,0.181,0.004,0.0,0.358,0.006,0.0,9.0,F8,999999.0,0.0,3.0,6091.0,10.0,-10.0,0.0,15.0,4.45,0.02,-0.02,0.0,11.0,0.01,1e+20,1e+20,0.0,11.0,[Fe/H],1.7500032314345606,0.05993576019673853,0.05993576019673853,999999.0,7.0,1.19,0.02,-0.02,0.0,15.0,1.23,0.09,-0.09,0.0,17.0,1.04,0.07,-0.07,0.0,6.0,1e+20,1e+20,1e+20,0.0,9.0,4.5,0.3,1e+20,0.0,6.0,0.154,0.02,0.0,1.0,-5.0,1e+20,0.0,1.0,1e+20,999999.0,999999.0,0.0,32.0,16.0,1.0,5.0,10.0,3.0,2.0,HD 209458,HIP 108859,N/A,HD 209458 b,HD 209458,b,1.0,1.0,0.0,3.0,Radial Velocity,1999.0,Henry et al. 2000,2000-01,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,Ground,Stassun et al. 2017,1.0,0.0,0.0,1.0,0.0,0,0.0,3.0,0.0,0.0,http://exoplanet.eu/catalog/hd_209458_b/,http://exoplanets.org/detail/HD_209458_b,3.52474859,3.8e-07,-3.8e-07,0.0,11.0,1e+20,1e+20,1e+20,999999.0,8.0,86.71,0.05,-0.05,0.0,9.0,1e+20,1e+20,1e+20,999999.0,3.0,0.0,1e+20,1e+20,0.0,5.0,1e+20,1e+20,1e+20,999999.0,1.0,84.7,0.7,-0.7,0.0,7.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,1e+20,1e+20,1e+20,999999.0,1e+20,1e+20,1e+20,999999.0,1.0,0.73,0.04,-0.04,0.0,232.0159,12.7132,-12.7132,0.0,11.0,0.73,0.04,-0.04,0.0,232.0159,12.7132,-12.7132,0.0,12.0,Mass,1.39,0.02,-0.02,0.0,15.581,0.224,-0.224,0.0,0.143,0.002,-0.002,0.0,13.0,0.3382194095892207,0.02358480641021087,0.02358480641021087,999999.0,8.0,3.204021177941601e-08,1.6022454645666394e-08,1.6022454645666394e-08,999999.0,6.0,1.7500032314345605e-40,3.500519609354585e-40,3.500519609354585e-40,999999.0,0.0,1.5,0.0024,-0.0024,0.0,3.0,1e+20,1e+20,1e+20,999999.0,1.0,1e+20,1e+20,1e+20,999999.0,6.0,N/A,1e+20,1e+20,1e+20,999999.0,2.0,1e+20,1e+20,1e+20,999999.0,0.0,8.81,0.19,-0.19,0.0,5.0,1e+20,1e+20,1e+20,999999.0,5.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,196.0,57.0,2018-12-06,20.67,0.05,-0.05,0.0,48.37,0.12,-0.12,0.0,29.6,0.1,0.0,-17.9,0.1,0.0,34.6,0.1,0.0,7.509,999999.0,0.0,1e+20,1e+20,1e+20,0.0,0,0,0.0,0,2.0387666944219052e-08,1.0279518365366871e-08,1.0279518365366871e-08
6,kepler18c,298.079439,1.7e-05,19.8719626,1.11e-06,19h52m19.07s,44.746321,1.7e-05,+44d44m46.8s,79.007428,2.1e-05,8.920192,1.9e-05,318.583117,4e-05,63.526357,2e-05,2.0,2.28,0.02,-0.02,0.0,1.0,438.51,3.24,-3.24,0.0,3.0,0.0,1e+20,0.0,-12.0,1e+20,0.0,12.0,1e+20,0.0,2.0,1e+20,1e+20,1e+20,999999.0,0.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,12.189,0.031,0.0,11.873,0.025,0.0,11.756,0.019,0.0,11.699,0.022,0.0,11.787,0.02,0.0,12.524,0.339,0.0,9.358,1e+20,-1.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,13.549,1e+20,0.0,Kepler-band,14.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,0.316,0.04,0.0,0.117,0.031,0.0,0.433,0.036,0.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,1e+20,1e+20,999999.0,5.0,N/A,999999.0,999999.0,0.0,5345.0,100.0,-100.0,0.0,6.0,4.31,0.12,-0.12,0.0,4.0,0.19,0.06,-0.06,0.0,3.0,[Fe/H],0.9028743715731545,0.10574310872609739,0.10574310872609739,0.0,2.0,1.11,0.05,-0.05,0.0,7.0,0.97,0.04,-0.04,0.0,4.0,1.01,0.12,-0.12,0.0,1.0,10.0,2.3,-2.3,999999.0,2.0,4.0,1e+20,1e+20,1.0,1.0,1e+20,1e+20,999999.0,0.0,1e+20,1e+20,999999.0,0.0,1e+20,999999.0,999999.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,N/A,N/A,N/A,Kepler-18 c,Kepler-18,c,3.0,1.0,0.0,3.0,Transit,2011.0,Cochran et al. 2011,2011-11,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,Space,Cochran et al. 2011,1.0,0.0,0.0,1.0,1.0,1,0.0,1.0,0.0,0.0,http://exoplanet.eu/catalog/kepler-18_c/,http://exoplanets.org/detail/Kepler-18_c,7.64159,3e-05,-3e-05,0.0,4.0,0.0752,0.0011,-0.0011,0.0,1.0,87.68,0.22,-0.22,0.0,1.0,1e+20,1e+20,1e+20,999999.0,0.0,0.0,1e+20,1e+20,0.0,1.0,1e+20,1e+20,1e+20,999999.0,0.0,5.1,1.9,-1.9,0.0,1.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,1e+20,1e+20,1e+20,999999.0,1e+20,1e+20,1e+20,999999.0,0.0,0.054,0.006,-0.006,0.0,17.3,1.9,-1.9,0.0,2.0,0.054,0.006,-0.006,0.0,17.3,1.9,-1.9,0.0,2.0,Mass,0.49,0.023,-0.023,0.0,5.49,0.26,-0.26,0.0,0.05,0.002,-0.002,0.0,4.0,0.576495380416805,0.1035248510238875,0.1035248510238875,0.0,1.0,990.2242927020073,29.884200935237843,29.884200935237843,999999.0,0.0,159.65835282741668,19.273460899911317,19.273460899911317,999999.0,1.0,0.22866,0.00086,-0.00086,0.0,2.0,0.1453,0.0008,-0.0008,0.0,3.0,2455167.0883,0.0023,-0.0023,0.0,3.0,BJD,0.593,0.05,-0.05,0.0,1.0,1e+20,1e+20,1e+20,999999.0,0.0,14.43,0.61,-0.61,0.0,1.0,0.04549,0.00055,-0.00055,0.0,2.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,57.0,16.0,2019-03-05,2.28,0.02,-0.02,0.0,438.51,3.24,-3.24,0.0,-1.4,0.0,0.0,-20.3,0.0,0.0,20.4,0.0,0.0,13.539,999999.0,0.0,0.172,0.0028,-0.0028,0.0,0,0,0.0,0,32.25940771642931,4.766910522047796,4.766910522047796
