target_id,star_id,koi_period,period_err,depth,depth_err,duration,duration_err,koi_smass,koi_srad,koi_prad
75,52641,78.6086113,0.002894546,0.000506327,3.43E-05,0.179599456,0.005748349,0.717,0.691,1.695894711
84,2631,5.695112188,0.001508641,9.15E-05,5.53E-06,0.085505194,0.003321572,1.187,1.219,1.271600701
194,50829,92.35169694,0.003747887,0.00032737,2.81E-05,0.198673827,0.007822093,1.068,1.037,2.046460119
220,69584,6.454090827,0.000403806,0.001878366,4.24E-05,0.062218385,0.001050634,0.766,0.782,3.696597612
360,10583,40.69226347,0.00284331,0.00029595,1.98E-05,0.20365577,0.005862103,0.932,1.108,2.07899834
497,5164,6.701577002,0.001594363,0.000518117,4.68E-05,0.056233138,0.003961007,0.867,0.919,2.281574117
503,79436,7.636039391,0.00400378,9.62E-05,1.30E-05,0.103123347,0.008122673,0.78,0.732,0.783137442
536,20701,43.44507384,0.00643514,0.000173509,2.57E-05,0.202007254,0.013181115,0.862,0.999,1.435264107
654,29403,14.57840172,0.000441502,0.00258368,6.17E-05,0.06088687,0.00117763,0.751,0.733,4.063765659
660,45910,82.12265438,0.003027013,0.000995737,5.09E-05,0.470723523,0.00775306,1.083,1.484,5.107536134
795,27617,3.222016328,0.001958991,0.000286841,1.80E-05,0.149695637,0.004581198,1.056,1.396,2.578762078
798,38907,65.49800556,0.003992836,0.000315971,2.04E-05,0.360421992,0.007846579,1.216,1.314,2.547558383
885,15495,12.22715609,0.001857558,0.000286139,1.71E-05,0.127846601,0.004098282,0.959,0.984,1.815468483
944,51555,5.287096338,0.000498688,0.000490837,5.92E-06,0.216486728,0.001085442,1.173,1.569,3.791375618
993,23333,13.66671108,0.004008948,3.69E-05,3.41E-06,0.226136504,0.008397019,0.938,1.147,0.760313529
1166,16790,6.331510967,0.002698241,0.000274405,2.65E-05,0.096400782,0.005655412,0.858,0.819,1.479739752
1188,21175,3.835654227,0.003446291,4.04E-05,6.95E-06,0.065923169,0.008155222,1.118,1.165,0.807768829
1257,86458,7.321048382,0.001809899,0.000182874,1.07E-05,0.146925472,0.004284194,1.003,1.321,1.948425209
1287,9373,4.724740118,0.000139667,0.002680071,1.43E-05,0.090864576,0.000309636,0.907,0.861,4.861626888
1323,58991,58.92057869,0.00456794,0.000416386,4.37E-05,0.218385276,0.00966306,0.719,0.696,1.549039247
1441,82912,53.01135518,0.003015453,0.000183601,1.30E-05,0.181976497,0.005857852,0.83,0.833,1.231085193
1452,63570,65.84059259,0.002501803,0.000549132,2.92E-05,0.225076215,0.005066944,0.915,0.925,2.364205673
1525,31660,4.471825902,0.001092719,0.00053095,2.21E-05,0.107430169,0.002570596,0.919,0.964,2.422754037
1700,18101,242.5456615,0.004588935,0.000535199,2.72E-05,0.638808511,0.009085893,1.092,1.496,3.774804466
1764,79295,12.73717785,0.001403025,0.000446561,1.85E-05,0.122092046,0.002793767,0.954,0.922,2.125086423
1847,51364,13.18235709,0.001170645,0.000852816,3.38E-05,0.111187612,0.00255007,0.768,0.742,2.363398274
1948,9852,5.23574554,0.000967389,0.00018186,8.63E-06,0.06727063,0.002282495,0.776,0.898,1.320840399
1992,73527,8.15172754,0.001392271,0.000130482,9.07E-06,0.065898007,0.003297671,0.706,0.719,0.895795563
2049,870,4.565141905,0.000506159,0.000960148,1.60E-05,0.101387128,0.001012488,0.979,0.956,3.230964872
2126,3224,34.77946256,0.001755102,0.00085999,3.51E-05,0.174845045,0.003360886,0.669,0.662,2.117434135
2148,70075,12.41996597,0.00110761,0.000289527,7.07E-06,0.255155355,0.00242376,1.328,1.663,3.086329287
2210,25592,17.66831346,0.003278467,0.00049274,5.22E-05,0.117501289,0.007057378,0.791,0.803,1.944150728
2249,28103,9.674671395,0.002201049,5.05E-05,4.73E-06,0.083576352,0.005071493,0.999,1.005,0.778878872
2267,84833,44.96226106,0.001441324,0.000901729,2.70E-05,0.262763918,0.003113297,0.908,0.9,2.947718045
2271,60173,49.32453544,0.001175955,0.000497623,1.33E-05,0.202647587,0.002405383,1.16,1.374,3.343044633
2488,56128,16.95707559,0.000770306,0.000565973,1.19E-05,0.144680851,0.001542298,0.875,0.817,2.11994896
2562,10566,16.52328375,0.000894473,0.000789205,2.02E-05,0.124345474,0.001780095,0.975,0.95,2.910876385
2639,80157,3.615086562,0.001985076,0.000122852,9.67E-06,0.089718967,0.004387412,0.882,0.942,1.138797941
2825,77642,26.68031475,0.001151534,0.001362836,4.37E-05,0.158410237,0.002542258,0.787,0.774,3.116506254
2961,28022,138.4498023,0.004529686,0.000512786,4.11E-05,0.329691747,0.00996858,1.013,1.073,2.650166772
3269,7333,5.429216159,0.000595273,0.000428257,1.44E-05,0.052835045,0.001405001,0.872,0.838,1.89147875
3445,17847,244.5452397,0.00278839,0.00077979,3.17E-05,0.417161822,0.005650842,0.965,1.003,3.054887188
3451,12122,12.55513893,0.003182585,0.00018315,1.89E-05,0.127973196,0.007079391,1.117,1.123,1.657635525
3476,46158,59.31662695,0.005526335,0.000357859,4.19E-05,0.262358263,0.011902293,0.814,0.803,1.656826443
3500,70036,34.40891221,0.00423799,0.000183358,1.77E-05,0.205646851,0.008502135,0.847,0.841,1.242085281
3581,83884,46.81256566,0.005488415,0.00018401,1.89E-05,0.327054822,0.011687097,1.086,1.222,1.807997012
3587,41672,3.508634028,0.000707955,0.000288718,6.65E-06,0.128184451,0.001561096,1.051,1.489,2.759542569
3625,52110,22.88145262,0.00236517,0.00041957,2.21E-05,0.256131845,0.005330841,0.993,1.048,2.34136471
3655,17793,13.22070404,0.003149158,0.000314367,2.14E-05,0.234286977,0.006427804,1.064,1.304,2.521747205
3663,70358,298.6477148,0.00148299,0.002137155,6.40E-05,0.222926426,0.003039434,0.713,0.693,3.494270733
3666,722,38.07504786,0.002523997,0.000485497,2.61E-05,0.23658378,0.005286355,1.016,1.126,2.706056711
3885,4447,3.600408263,0.000907296,0.000604667,1.43E-05,0.171031502,0.001874545,1.127,1.489,3.993542131
3909,65348,9.811961473,0.000417317,0.001511902,2.33E-05,0.079864288,0.000819808,0.677,0.67,2.841462179
4030,69273,4.77867778,0.001642445,0.000121958,4.17E-06,0.272659413,0.003437067,1.385,1.91,2.300611455
4046,80191,27.12499991,0.002782748,0.000313639,2.68E-05,0.149361424,0.006460735,0.866,0.874,1.688229777
4047,59200,6.777011122,0.000427958,0.001047582,1.46E-05,0.114063261,0.000929193,1.133,1.231,4.345677385
4174,74001,3.567426727,0.000505482,0.000976862,2.87E-05,0.050466266,0.001188161,0.925,0.883,3.010111682
4239,51391,63.89442883,0.003249461,0.000483618,2.68E-05,0.338371585,0.006668318,0.963,1.256,3.012632961
4326,33638,18.39385935,0.001704803,0.000329,1.33E-05,0.212411806,0.003661234,1.272,1.617,3.198993977
4337,54776,58.50669725,0.002236954,0.000216687,2.01E-05,0.070202342,0.004752386,0.685,0.677,1.086950965
4415,35082,7.95092212,0.000819965,0.000274743,5.13E-06,0.207767868,0.001642667,0.743,1.295,2.341201306
4481,73075,3.219556005,0.001817375,0.000124495,8.56E-06,0.093835768,0.003915837,0.836,0.845,1.028343537
4536,45273,151.7779892,0.003340243,0.00102632,5.96E-05,0.296870678,0.006545595,0.842,0.779,2.721975709
4594,5208,3.883540557,0.001219469,0.000227354,6.99E-06,0.174706386,0.002436804,1.181,1.567,2.577064735
4685,50286,4.002429933,0.00161253,0.000304442,1.52E-05,0.132987284,0.003440475,0.882,1.177,2.239929653
4698,66466,11.74006296,0.003644006,8.47E-05,9.77E-06,0.116977697,0.007487447,0.874,0.832,0.835351491
4727,33237,27.1484278,0.003794311,0.000414906,3.49E-05,0.218408638,0.007925593,0.953,1.231,2.734881181
4832,31216,6.628994679,0.000691425,0.000428788,7.93E-06,0.163015815,0.001451861,1.25,1.215,2.744117364
5033,41562,122.8002496,0.002869431,0.001003725,5.68E-05,0.215406156,0.006421054,0.839,0.952,3.289650099
5051,15393,7.6802165,0.000560947,0.00061339,9.18E-06,0.166099321,0.001180752,0.868,0.989,2.671591731
5153,68688,15.4968274,0.002751213,0.000112717,8.85E-06,0.138995693,0.005679094,0.986,1.322,1.53084809
5212,15052,16.30594604,0.002432155,0.000429461,3.43E-05,0.113513542,0.005191157,0.813,0.826,1.867012902
5217,1322,7.712026108,0.000737737,0.000315436,6.20E-06,0.166132556,0.00153967,1.216,1.288,2.49503426
5246,25963,3.515937937,0.00023356,0.002582414,2.49E-05,0.074687996,0.00049564,0.789,0.768,4.256762801
5357,49608,6.607053994,0.001491749,0.000300329,2.30E-05,0.065135324,0.00364404,0.946,0.934,1.765431359
5552,32590,26.0361639,0.001691416,0.001129537,9.09E-05,0.067533784,0.004344353,0.843,0.848,3.108504251
5562,79393,14.4377769,0.003120189,4.40E-05,3.22E-06,0.21922645,0.006586788,1.196,1.33,0.962413215
5835,55242,10.89250799,0.000298939,0.00217169,1.95E-05,0.131280941,0.000649143,0.899,0.892,4.533870208
6009,63482,4.54385011,0.00091393,0.000638953,1.51E-05,0.164810632,0.001851908,1.23,1.51,4.163098239
6365,57345,7.03191981,0.001828127,0.00035259,1.48E-05,0.203997777,0.003685667,1.079,1.449,2.967621614
6377,30122,36.29680922,0.002498103,0.000202869,1.63E-05,0.114849588,0.005220369,0.899,0.858,1.332908105
6395,61042,16.01065274,0.001567322,0.000335166,1.17E-05,0.229395546,0.003281878,1.042,1.267,2.529950159
6426,69468,21.31699571,0.001019023,0.000826358,1.60E-05,0.281873276,0.002090032,1.118,1.502,4.709333743
6455,85218,3.65794397,0.001359942,0.000324828,1.64E-05,0.094220133,0.002917153,0.89,1.043,2.050295957
6505,35291,67.96016821,0.003998815,0.000710141,4.07E-05,0.424302929,0.007920933,1.115,1.56,4.534215867
6564,69090,18.9981497,0.000359233,0.003247791,5.47E-05,0.066347626,0.000967458,0.905,0.897,5.575602069
6722,37354,3.391834103,0.002664565,0.000250851,2.25E-05,0.10117462,0.005337084,0.92,0.96,1.658382058
6786,44565,3.725089219,0.002708153,0.000184582,2.09E-05,0.073885358,0.005720501,0.868,1,1.481836422
6825,44175,10.97164093,0.003297441,0.000268541,3.64E-05,0.075077601,0.007059101,0.808,0.769,1.37447479
7085,21171,33.89405721,0.000825781,0.000619092,1.22E-05,0.214842116,0.001803583,0.861,0.854,2.317612521
7098,69455,4.936449824,0.000882705,0.0001062,2.33E-06,0.176498615,0.001748008,1.16,1.443,1.62193828
7347,86646,4.365126787,0.000851931,0.00119558,3.34E-05,0,0.000390321,0.664,0.647,2.440050921
7373,39868,3.204384318,0.00040864,0.000493319,1.36E-05,0.038109775,0.000932807,0.973,0.959,2.323207111
7430,67156,9.434362285,0.002282289,0.000239414,1.25E-05,0.226524262,0.004841611,1.124,1.656,2.794734021
7703,71765,5.794734977,0.001687316,0.000314428,2.76E-05,0.0643486,0.004102903,0.67,0.666,1.288072444
7727,6636,91.46308533,0.001637606,0.001424922,4.20E-05,0.322105546,0.003555341,0.873,0.93,3.828985592
7803,64649,3.55151216,0.000169508,0.001675941,1.09E-05,0.078157981,0.000343085,0.805,0.831,3.710527939
8022,65161,11.78141689,0.001194788,0.00059365,4.41E-05,0.043882787,0.002909364,0.921,1.054,2.800987234
8134,3642,38.84256991,0.00085391,0.000351323,6.64E-06,0.255549568,0.001921179,1.005,1.156,2.363288409
8222,11458,6.895202966,0.001271844,0.000531516,2.10E-05,0.119404222,0.002593507,0.744,0.712,1.790372889
8308,72298,120.7414197,0.001762323,0.002101566,8.03E-05,0.216737521,0.003905579,0.728,0.698,3.49005479
8455,37734,289.0690487,0.00110742,0.004043415,5.26E-05,0.470852174,0.002342454,0.972,1.044,7.240690017
8510,19348,60.70998385,0.004366521,0.000790186,7.40E-05,0.188940916,0.010003261,1.01,1.339,4.105352199
8514,44667,17.60670486,0.001185806,0.000207905,8.24E-06,0.108980518,0.002514787,0.984,0.959,1.508191794
8569,25581,19.03638173,0.002345118,0.000366574,2.22E-05,0.144048631,0.004724269,1.024,1.39,2.902692379
8593,22959,7.09626621,0.001678469,0.000124949,6.79E-06,0.115783458,0.003502589,0.855,0.814,0.992421264
8607,84861,22.86703277,0.002449617,0.000244978,1.60E-05,0.166660244,0.005141317,0.886,0.843,1.439119434
8631,79384,3.928843708,0.00169376,0.000362659,2.33E-05,0.09433797,0.003708033,0.85,0.853,1.771754284
8727,56787,24.48234665,0.002075577,0.000385267,3.35E-05,0.073319569,0.00457314,0.885,0.975,2.087329389
8739,33936,3.735090382,0.001946997,0.000323316,4.04E-05,0.043137691,0.004594455,0.984,1.109,2.174955198
8926,32427,24.7765892,0.001803509,0.000681493,3.69E-05,0.146657103,0.004228052,0.917,0.985,2.804607519
9003,17554,10.11785473,0.003351367,0.000111965,1.23E-05,0.125980639,0.007371294,1.24,1.413,1.630751282
9041,25719,4.136100397,0.000624539,0.000164627,3.04E-06,0.123674231,0.001221061,1.036,1.106,1.547787614
9052,60435,19.17560208,0.002234145,0.000839301,4.20E-05,0.186300679,0.004281051,0.883,0.915,2.891248268
9127,65319,3.053793612,0.001059058,0.00069153,6.59E-05,0.028282263,0.002579237,0.706,0.695,1.993404884
9182,25949,9.12009797,0.000768184,0.000591599,1.26E-05,0.14127564,0.001578687,1.176,1.371,3.637110759
9270,39334,39.4796574,0.004217044,0.0003468,4.32E-05,0.121865676,0.008517237,0.8,0.778,1.580245877
9367,27028,3.42315508,0.000978111,0.000278125,9.45E-06,0.099336641,0.002000588,0.786,0.803,1.46063327
9441,50463,41.35395769,0.000950015,0.001907608,4.06E-05,0.218964993,0.00206307,0.968,0.984,4.687540468
9504,43220,115.6237834,0.003522283,0.000264959,1.85E-05,0.240647859,0.006898656,0.985,0.92,1.633362801
9617,61861,7.683592835,0.001498722,0.000381699,2.23E-05,0.089749609,0.003308804,0.75,0.741,1.579005938
9627,83694,3.159457571,0.001868239,0.000223062,2.75E-05,0.037511755,0.004170006,0.817,0.797,1.298303913
9744,19833,5.923142684,0.003734441,0.000154893,2.42E-05,0.08590783,0.008525133,0.801,0.787,1.068305589
9758,66888,4.277098369,0.00136132,0.000212672,8.20E-06,0.143727249,0.002768032,0.988,1.252,1.991429209
10080,54526,7.382317733,0.001161682,0.00052182,1.67E-05,0.143642998,0.002368252,1.075,1.436,3.577832777
10152,78047,5.149233145,0.000238628,0.002381343,2.44E-05,0.073010659,0.000523694,0.873,0.837,4.454938822
10170,64650,4.423592669,0.000397114,0.000348232,4.97E-06,0.108097818,0.000890056,1.114,1.238,2.519768105
10493,14806,107.206945,0.004576559,0.00059417,5.78E-05,0.187797602,0.008796358,0.848,0.813,2.161479466
10530,44799,3.773384052,0.001157402,0.00022034,1.59E-05,0.043431446,0.002670205,0.945,1.027,1.662734505
10582,25712,147.9375788,0.006566387,0.000329755,3.16E-05,0.472041584,0.013846631,1.083,1.345,2.663933817
10586,81514,186.9145453,0.006344919,0.000541328,5.86E-05,0.295870186,0.012708167,0.907,0.954,2.420940379
10737,58500,30.36874982,0.002797497,0.000552669,3.66E-05,0.196469995,0.005783159,0.846,0.808,2.071806428
10924,72939,90.14511827,0.002447263,0.001673317,8.12E-05,0.237970624,0.005049525,0.75,0.731,3.261458511
10963,63702,15.12113082,0.003456589,0.000275706,3.28E-05,0.098946416,0.007128061,0.76,0.756,1.369146447
10964,73916,63.3247381,0.001939272,0.000486574,3.41E-05,0.117199336,0.004669658,0.639,0.639,1.537378463
11280,48197,31.43154571,0.000475135,0.003297884,6.06E-05,0,0.001239132,1.037,1.111,6.958843695
11342,69662,14.80741646,0.002640482,0.000437589,3.90E-05,0.098515841,0.005330759,0.842,0.81,1.84809203
11416,71036,35.7465442,0.003986137,0.000249108,2.10E-05,0.241504534,0.008164164,1.063,1.064,1.831642958
11452,46181,4.058261605,0.002120919,0.000265948,1.68E-05,0.155865802,0.004732123,0.949,1.158,2.059737286
11722,84689,23.09645463,0.005881174,0.000161626,2.31E-05,0.175407328,0.011655891,0.859,0.892,1.236874757
12028,82530,133.5634516,0.002999463,0.0005933,7.69E-05,0.27572129,0.013786381,0.617,0.629,1.671063975
12049,12870,4.430027588,0.001172605,0.000760695,5.70E-05,0,0.001668945,0.825,0.955,2.872857206
12248,19347,16.54605973,0.003560294,5.95E-05,4.65E-06,0.229716369,0.007265113,1.355,1.746,1.46854982
12257,47914,37.37503373,0.002709763,0.000129636,1.00E-05,0.122267676,0.005306045,1.027,1.169,1.451720766
12362,44750,6.556949722,0.001644621,0.000149421,1.50E-05,0.040758749,0.003572217,0.788,0.764,1.018602531
12511,75331,53.27230924,0.003353364,0.000291213,2.75E-05,0.140697912,0.006997039,0.94,0.882,1.641645984
12529,55285,4.298531707,0.001488225,8.13E-05,6.77E-06,0.061947792,0.003802432,0.931,0.962,0.946364073
12663,5253,14.34175731,0.000374213,0.000977792,8.26E-06,0.18667691,0.000724248,1.091,1.069,3.645911784
12675,53616,36.17488458,0.002962497,0.000250984,1.47E-05,0.247593093,0.005752766,1.148,1.271,2.196211688
12681,4651,6.957065732,0.001158192,0.00044789,2.32E-05,0.071569787,0.002609923,0.853,1.001,2.31060089
12918,354,3.228231614,0.000875903,0.000210176,1.33E-05,0.032849317,0.001944689,0.967,0.98,1.549611061
13039,60820,7.888907557,0.000239352,0.001032513,1.03E-05,0.075388522,0.000517791,0.743,0.708,2.481339984
13069,72874,3.121542556,0.000178553,0.000853937,6.37E-06,0.074511972,0.000380897,0.97,0.988,3.149018642
13265,7411,4.947072759,0.000870656,0.000619622,1.25E-05,0.183455276,0.001674218,0.931,1.514,4.110498461
13405,56188,7.322846937,0.00158474,0.000529274,2.85E-05,0.102380481,0.003253339,0.792,0.801,2.009917144
13484,41783,5.721967483,0.000846481,0.000712202,1.52E-05,0.172779014,0.001719016,1.379,1.523,4.4330915
13486,14154,34.74646775,0.006356968,0.000207594,2.96E-05,0.228367411,0.013299512,0.889,0.89,1.398629151
13491,80331,48.51456806,0.001936432,0.001063628,3.41E-05,0.329373712,0.004073469,0.819,0.892,3.172963734
13509,76896,12.17246663,0.001265608,0.000456105,2.24E-05,0.089413112,0.002813043,0.911,0.876,2.040523969
13555,54429,3.279287232,0.000250679,0.001102747,9.48E-06,0.100051884,0.000511793,0.817,0.886,3.209053889
13643,30500,7.050198499,0.00071552,0.001501107,3.48E-05,0.104120963,0.001429064,0.757,0.731,3.089075365
13648,19316,3.389980168,0.000832016,0.000526497,2.22E-05,0.065472299,0.001988797,0.709,0.68,1.701813942
13760,86322,16.66350908,0.001327904,0.000736519,2.39E-05,0.176934405,0.002674314,0.712,0.694,2.054265706
13962,50344,25.30757396,0.001296901,0.000257567,6.37E-06,0.287027614,0.002622976,1.309,1.685,2.949511094
14435,49309,5.218501189,0.001982407,0.000293755,1.72E-05,0.137813565,0.004138048,0.959,1.041,1.946026745
14439,39792,9.70235534,0.000929716,0.000608926,1.75E-05,0.128903761,0.001979643,0.831,0.827,2.225835204
14566,25110,21.29372803,0.004584256,0.000316335,3.84E-05,0.167363166,0.009664323,0.904,0.886,1.718750981
14601,56263,88.36854145,0.003259362,0.000668857,5.25E-05,0.216103431,0.007478055,0.814,0.767,2.163552363
14774,26807,11.03008255,0.001829759,0.000448011,2.45E-05,0.153225252,0.004133949,0.883,0.913,2.107756159
14794,54235,3.770413788,0.000717595,0.000180139,5.48E-06,0.073633972,0.001529742,0.752,0.733,1.073033132
14825,50359,17.22570861,0.000915177,0.000924781,2.40E-05,0.156335337,0.002015359,0.966,0.922,3.05812822
14853,73908,9.68621422,0.001012806,0.000675593,3.11E-05,0.069646773,0.002302485,0.934,1.026,2.908676357
15030,5387,30.23257917,0.002391942,0.000756334,4.93E-05,0.162242735,0.005125614,0.748,0.736,2.207699355
15230,69116,3.226101253,0.000261603,0.000569468,4.72E-06,0.118646171,0.000538058,1.136,1.22,3.175409324
15268,80411,11.46521858,0.004413662,7.19E-05,8.72E-06,0.166723846,0.009404541,1.063,1.043,0.964746694
15271,64250,17.57078861,0.001888249,0.000537869,2.50E-05,0.216535146,0.004290513,0.964,1.04,2.630733223
15279,5942,3.063903571,0.001485243,0.000172833,8.57E-06,0.115009617,0.003143297,1.038,1.081,1.550043479
15324,84596,17.11907832,0.004056663,0.000123253,1.56E-05,0.146644903,0.009517595,1.175,1.624,1.966485256
15328,34081,4.935861248,0.000674343,0.000788565,1.64E-05,0.118759861,0.001370132,0.792,0.816,2.499276801
15358,31895,4.545410993,0.000543732,0.000512645,1.16E-05,0.074178785,0.001151649,0.85,0.807,1.992907565
15393,17879,25.64648459,0.002000291,0.000143424,8.17E-06,0.155569823,0.004323296,0.98,0.958,1.251358546
15439,49488,34.03687896,0.003215231,0.000535761,5.87E-05,0.099080675,0.006638163,0.826,0.783,1.976753612
15818,50439,6.858383498,0.000822191,0.000564667,2.68E-05,0.056396361,0.002090104,1.007,1.13,2.928734055
15834,60463,13.21789846,0.002914253,0.000316888,2.60E-05,0.145005275,0.006004941,0.775,0.742,1.440661136
15859,67556,36.19053615,0.000574294,0.001183497,1.99E-05,0.135844291,0.001204629,0.912,0.864,3.241922068
15897,48098,127.5609022,0.000923958,0.006102204,0.000178327,0,0.003044244,0.962,0.953,8.119729905
16016,26342,30.8564377,0.001715352,0.000864439,2.95E-05,0.295656581,0.003837672,1.094,1.291,4.139983626
16158,59562,7.35664478,0.000847475,0.00059556,1.79E-05,0.096537772,0.001773744,0.885,0.864,2.299755873
16162,60432,3.039807806,0.000503147,0.000904316,1.68E-05,0.094243609,0.001070637,0.916,0.949,3.11265949
16245,48464,3.172903815,0.002170257,0.000168188,1.45E-05,0.088662815,0.004764646,0.817,0.818,1.157058922
16339,17638,4.316563703,0.003694115,0.000159223,1.94E-05,0.104629247,0.007347356,0.942,0.887,1.220763961
16346,42863,20.35346593,0.004806721,0.000183792,1.46E-05,0.364054051,0.009538685,1.207,1.628,2.407260651
16526,75588,208.1753425,0.003550977,0.000800472,5.56E-05,0.277642479,0.007508971,0.978,1.056,3.2586839
16536,75127,3.393347935,0.000219941,0.001984363,1.72E-05,0,9.17E-05,0.783,0.78,3.789749525
16711,60920,19.80861921,0.00321682,0.000359082,2.69E-05,0.203667868,0.006620278,0.843,0.876,1.810533129
16724,68621,10.78870941,0.000639248,0.000764015,1.97E-05,0.087299794,0.001458017,0.903,0.871,2.625877228
16729,39108,16.34492584,0.004291043,0.000294969,3.54E-05,0.160709481,0.009378749,0.886,1.019,1.908831514
16734,22555,15.31374747,0.003766334,0.000371034,4.17E-05,0.124657701,0.007562889,0.758,0.729,1.531579536
16777,53861,16.65031441,0.001362717,0.000582089,1.93E-05,0.175196147,0.002740408,1.019,1.012,2.663057667
16963,69752,17.34108677,0.001092246,0.000972606,3.52E-05,0.111788481,0.002371195,0.846,0.837,2.847076794
17298,82008,97.8936569,0.00036035,0.00205708,1.50E-05,0.225875922,0.000756838,0.911,0.898,4.442292897
17333,67417,10.25799985,0.002175697,0.00025471,1.40E-05,0.173077273,0.004394251,1.097,1.109,1.930454329
17370,81254,3.188067095,0.000332047,0.000622899,7.46E-06,0.08192565,0.000640914,1.025,1.094,2.978047033
17383,84300,11.39343335,0.001468639,8.15E-05,4.29E-06,0.108545304,0.003265789,0.931,0.938,0.923846611
17504,44603,41.76703444,0.000609486,0.001531924,2.03E-05,0.185210458,0.001167233,0.688,0.671,2.864484685
17586,62621,86.487553,0.003277724,0.000286601,1.86E-05,0.28116488,0.006915912,1.143,1.113,2.055129469
17601,23516,192.528005,0.001312783,0.00083614,2.75E-05,0.188985075,0.00285629,0.871,0.819,2.583026313
17615,35606,62.36910931,0.004790504,0.000411927,2.64E-05,0.511977342,0.009805446,1.09,1.712,3.789824037
17644,36015,204.0559457,0.006704105,0.000704349,3.42E-05,0.894683811,0.011580305,0.887,1.106,3.201505501
17755,86319,3.325625364,0.000932399,0.000361449,2.20E-05,0.035762024,0.001977154,0.75,0.739,1.532404331
17760,66040,3.284556565,0.000287185,0.001345551,2.12E-05,0.059269651,0.000704427,0.827,0.801,3.20470406
17809,13381,7.901266925,0.001141118,0.000252693,1.03E-05,0.081347245,0.002206279,1.051,1.126,1.95227087
17867,11445,7.32327954,0.002504321,0.000265965,2.11E-05,0.15024616,0.005887079,0.988,0.956,1.700495031
17891,50885,41.87147915,0.001564799,0.001054395,3.75E-05,0.18197772,0.003021521,0.733,0.704,2.493329829
17926,56953,8.967285168,0.000715161,0.000863865,1.94E-05,0.148011013,0.001681391,0.968,0.999,3.202534386
18044,966,6.224256142,0.00251012,0.000360131,2.65E-05,0.138443265,0.005216062,0.79,0.83,1.717963554
18095,55211,25.15227381,0.001532666,0.000739721,3.20E-05,0.137679253,0.003216793,0.949,0.941,2.791444183
18153,80466,5.042683446,9.82E-05,0.001184249,3.96E-06,0.112071626,0.000213265,0.802,0.81,3.040267231
18252,83120,4.12670446,0.000562423,0.000121279,2.53E-06,0.093733063,0.001193736,0.974,1.037,1.245592511
18350,83554,38.32426061,0.001410433,0.000328906,1.79E-05,0.088519497,0.003115372,0.761,0.772,1.52706963
18416,57655,111.3081739,0.006779059,0.000329739,5.08E-05,0.253920223,0.015394013,0.765,0.761,1.507214089
18418,84625,3.677899798,0.000464853,0.000299125,7.91E-06,0.056295019,0.001144908,0.872,0.874,1.648706289
18427,58610,56.75085255,0.004943501,0.00014131,1.50E-05,0.208433153,0.009902038,1.037,1.393,1.80610583
18523,36789,136.4788017,0.006162087,0.000344066,4.28E-05,0.242647382,0.012296494,0.826,0.794,1.606374073
18548,84996,11.28304675,0.001466076,0.000622227,5.21E-05,0.055836393,0.003666325,0.716,0.706,1.920810028
18552,36119,11.51882581,0.004108405,0.000180357,1.63E-05,0.227761193,0.008529675,1.196,1.854,2.715695795
18627,43891,84.06694048,0.002203652,0.001146581,4.15E-05,0.308627472,0.004199863,0.949,0.984,3.634149225
18680,12951,27.58561895,0.002225327,0.000737517,4.10E-05,0.193294601,0.004823348,0.755,0.735,2.177100824
18803,61928,14.14176073,0.000931506,0.00090665,2.25E-05,0.164561103,0.001969805,0.914,0.896,2.94261327
18826,57277,64.51598543,0.001836765,0.001004354,3.00E-05,0.301541433,0.003479297,1.071,1.271,4.393333738
18832,15801,69.86645951,0.003939209,0.000331864,2.38E-05,0.330703231,0.008329814,0.921,0.986,1.959125479
18868,10931,3.596697492,0.000648008,0.00024588,8.26E-06,0.064077698,0.001565385,0.82,0.771,1.318624127
18903,78381,27.51125212,0.001727264,0.000246134,9.85E-06,0.220687022,0.003732229,1.248,1.286,2.200552257
18960,24922,17.62463956,0.000215622,0.002568186,1.50E-05,0.151532348,0.000495858,0.975,1.181,6.527824717
19196,16912,44.35272359,0.001785053,0.00065671,2.50E-05,0.253004545,0.003988769,1.186,1.435,4.010920934
19202,51368,31.88629871,0.004940397,0.000320882,3.60E-05,0.183549801,0.009387771,0.721,0.699,1.365699987
19247,39131,4.865339742,0.00079845,0.000663954,2.07E-05,0.089958471,0.00175976,0.746,0.721,2.026326482
19261,9868,7.17820852,0.000412303,0.002158199,3.75E-05,0.083606691,0.000969885,0.869,0.852,4.317085218
19278,74940,176.9935941,0.00128229,0.003539174,8.40E-05,0.192578986,0.002764356,0.711,0.688,4.464210996
19301,74737,13.98276455,0.00096242,0.000176792,4.99E-06,0.136536714,0.002008057,0.875,0.99,1.435727417
19415,66631,10.86980945,0.000719942,0.000327956,1.35E-05,0.044583066,0.001560906,0.898,0.857,1.692754964
19504,80569,16.05300726,0.003173016,0.000315256,3.34E-05,0.126121368,0.007234056,0.887,0.841,1.628669749
19521,39243,30.39758649,0.002567854,0.000591037,2.77E-05,0.323160695,0.005581408,0.99,1.459,3.868726433
19532,27230,9.343394216,0.000558675,0.001379223,2.37E-05,0.150698137,0.001308311,0.875,0.919,3.722528454
19711,51449,5.699204939,0.002191367,7.02E-05,5.66E-06,0.105955444,0.00494862,1.282,1.352,1.23573105
