,#x
1500,2.17E-09
1501,2.61E-09
1502,3.20E-09
1503,3.93E-09
1504,4.80E-09
1505,5.81E-09
1506,6.95E-09
1507,8.23E-09
1508,9.68E-09
1509,1.14E-08
1510,1.37E-08
1511,1.69E-08
1512,2.18E-08
1513,2.95E-08
1514,4.22E-08
1515,6.45E-08
1516,1.07E-07
1517,1.94E-07
1518,3.90E-07
1519,8.13E-07
1520,1.40E-06
1521,1.80E-06
1522,2.54E-06
1523,8.06E-06
1524,0.019234944
1525,1.62E-06
1526,3.56E-07
1527,1.31E-07
1528,6.11E-08
1529,3.21E-08
1530,1.82E-08
1531,1.07E-08
1532,6.45E-09
1533,3.98E-09
1534,2.55E-09
1535,1.77E-09
1536,1.38E-09
1537,1.22E-09
1538,1.08E-09
1539,7.91E-10
1540,4.00E-10
1541,2.07E-11
1542,9.60E-11
1543,2.93E-10
1544,6.47E-10
1545,1.13E-09
1546,1.62E-09
1547,1.96E-09
1548,2.05E-09
1549,1.90E-09
1550,1.62E-09
1551,1.34E-09
1552,1.15E-09
1553,1.09E-09
1554,1.15E-09
1555,1.33E-09
1556,1.62E-09
1557,2.01E-09
1558,2.50E-09
1559,3.09E-09
1560,3.76E-09
1561,4.52E-09
1562,5.38E-09
1563,6.38E-09
1564,7.64E-09
1565,9.36E-09
1566,1.19E-08
1567,1.57E-08
1568,2.18E-08
1569,3.18E-08
1570,4.88E-08
1571,7.91E-08
1572,1.34E-07
1573,2.28E-07
1574,3.49E-07
1575,4.36E-07
1576,4.87E-07
1577,6.06E-07
1578,1.09E-06
1579,6.85E-06
1580,0.018468164
1581,7.47E-07
1582,1.95E-07
1583,7.99E-08
1584,3.98E-08
1585,2.20E-08
1586,1.30E-08
1587,8.00E-09
1588,5.12E-09
1589,3.46E-09
1590,2.57E-09
1591,2.18E-09
1592,2.05E-09
1593,1.89E-09
1594,1.41E-09
1595,7.20E-10
1596,1.58E-11
1597,6.62E-11
1598,1.97E-10
1599,4.29E-10
1600,7.37E-10
1601,1.04E-09
1602,1.25E-09
1603,1.30E-09
1604,1.20E-09
1605,1.02E-09
1606,8.40E-10
1607,7.08E-10
1608,6.54E-10
1609,6.85E-10
1610,7.97E-10
1611,9.84E-10
1612,1.24E-09
1613,1.57E-09
1614,1.95E-09
1615,2.40E-09
1616,2.91E-09
1617,3.50E-09
1618,4.22E-09
1619,5.18E-09
1620,6.55E-09
1621,8.61E-09
1622,1.18E-08
1623,1.68E-08
1624,2.47E-08
1625,3.76E-08
1626,5.87E-08
1627,9.14E-08
1628,1.34E-07
1629,1.71E-07
1630,1.90E-07
1631,2.02E-07
1632,2.37E-07
1633,3.51E-07
1634,8.26E-07
1635,1.66E-05
1636,3.33E-06
1637,3.56E-07
1638,1.17E-07
1639,5.37E-08
1640,2.87E-08
1641,1.69E-08
1642,1.05E-08
1643,6.92E-09
1644,4.88E-09
1645,3.84E-09
1646,3.47E-09
1647,3.45E-09
1648,3.28E-09
1649,2.47E-09
1650,1.27E-09
1651,1.24E-11
1652,4.44E-11
1653,1.27E-10
1654,2.72E-10
1655,4.62E-10
1656,6.47E-10
1657,7.70E-10
1658,7.98E-10
1659,7.37E-10
1660,6.25E-10
1661,5.07E-10
1662,4.20E-10
1663,3.81E-10
1664,3.96E-10
1665,4.63E-10
1666,5.80E-10
1667,7.44E-10
1668,9.53E-10
1669,1.21E-09
1670,1.50E-09
1671,1.84E-09
1672,2.26E-09
1673,2.80E-09
1674,3.56E-09
1675,4.68E-09
1676,6.40E-09
1677,9.03E-09
1678,1.31E-08
1679,1.94E-08
1680,2.89E-08
1681,4.29E-08
1682,6.13E-08
1683,8.00E-08
1684,9.24E-08
1685,9.74E-08
1686,1.02E-07
1687,1.17E-07
1688,1.58E-07
1689,2.83E-07
1690,9.07E-07
1691,0.000177267
1692,9.41E-07
1693,2.01E-07
1694,7.96E-08
1695,4.02E-08
1696,2.31E-08
1697,1.45E-08
1698,9.70E-09
1699,7.08E-09
1700,5.83E-09
1701,5.55E-09
1702,5.79E-09
1703,5.64E-09
1704,4.23E-09
1705,2.19E-09
1706,1.02E-11
1707,2.95E-11
1708,7.88E-11
1709,1.65E-10
1710,2.76E-10
1711,3.84E-10
1712,4.55E-10
1713,4.70E-10
1714,4.33E-10
1715,3.66E-10
1716,2.95E-10
1717,2.41E-10
1718,2.15E-10
1719,2.22E-10
1720,2.61E-10
1721,3.31E-10
1722,4.32E-10
1723,5.63E-10
1724,7.22E-10
1725,9.13E-10
1726,1.14E-09
1727,1.44E-09
1728,1.86E-09
1729,2.47E-09
1730,3.41E-09
1731,4.84E-09
1732,7.01E-09
1733,1.03E-08
1734,1.51E-08
1735,2.18E-08
1736,3.07E-08
1737,4.07E-08
1738,4.90E-08
1739,5.36E-08
1740,5.52E-08
1741,5.76E-08
1742,6.50E-08
1743,8.44E-08
1744,1.34E-07
1745,2.95E-07
1746,1.42E-06
1747,6.39E-06
1748,4.44E-07
1749,1.34E-07
1750,6.09E-08
1751,3.35E-08
1752,2.07E-08
1753,1.40E-08
1754,1.05E-08
1755,8.96E-09
1756,8.94E-09
1757,9.76E-09
1758,9.73E-09
1759,7.17E-09
1760,3.70E-09
1761,9.20E-12
1762,2.01E-11
1763,4.80E-11
1764,9.65E-11
1765,1.59E-10
1766,2.18E-10
1767,2.57E-10
1768,2.65E-10
1769,2.44E-10
1770,2.06E-10
1771,1.66E-10
1772,1.34E-10
1773,1.18E-10
1774,1.21E-10
1775,1.43E-10
1776,1.84E-10
1777,2.43E-10
1778,3.21E-10
1779,4.19E-10
1780,5.41E-10
1781,6.99E-10
1782,9.16E-10
1783,1.24E-09
1784,1.74E-09
1785,2.50E-09
1786,3.68E-09
1787,5.43E-09
1788,7.97E-09
1789,1.15E-08
1790,1.61E-08
1791,2.16E-08
1792,2.69E-08
1793,3.07E-08
1794,3.26E-08
1795,3.33E-08
1796,3.48E-08
1797,3.93E-08
1798,5.01E-08
1799,7.49E-08
1800,1.40E-07
1801,3.89E-07
1802,3.69E-06
1803,1.78E-06
1804,2.74E-07
1805,1.02E-07
1806,5.19E-08
1807,3.11E-08
1808,2.09E-08
1809,1.59E-08
1810,1.40E-08
1811,1.46E-08
1812,1.68E-08
1813,1.72E-08
1814,1.22E-08
1815,6.17E-09
1816,9.09E-12
1817,1.49E-11
1818,2.98E-11
1819,5.56E-11
1820,8.86E-11
1821,1.20E-10
1822,1.40E-10
1823,1.44E-10
1824,1.33E-10
1825,1.13E-10
1826,9.10E-11
1827,7.38E-11
1828,6.51E-11
1829,6.64E-11
1830,7.82E-11
1831,1.01E-10
1832,1.34E-10
1833,1.79E-10
1834,2.37E-10
1835,3.14E-10
1836,4.21E-10
1837,5.81E-10
1838,8.31E-10
1839,1.23E-09
1840,1.85E-09
1841,2.79E-09
1842,4.16E-09
1843,6.06E-09
1844,8.58E-09
1845,1.16E-08
1846,1.49E-08
1847,1.77E-08
1848,1.96E-08
1849,2.04E-08
1850,2.09E-08
1851,2.20E-08
1852,2.51E-08
1853,3.19E-08
1854,4.64E-08
1855,7.95E-08
1856,1.75E-07
1857,6.64E-07
1858,0.00632198
1859,8.58E-07
1860,2.01E-07
1861,8.77E-08
1862,4.92E-08
1863,3.24E-08
1864,2.47E-08
1865,2.23E-08
1866,2.45E-08
1867,3.03E-08
1868,3.24E-08
1869,2.15E-08
1870,1.03E-08
1871,9.73E-12
1872,1.27E-11
1873,2.02E-11
1874,3.32E-11
1875,4.97E-11
1876,6.53E-11
1877,7.55E-11
1878,7.75E-11
1879,7.19E-11
1880,6.18E-11
1881,5.08E-11
1882,4.21E-11
1883,3.77E-11
1884,3.83E-11
1885,4.45E-11
1886,5.63E-11
1887,7.43E-11
1888,9.92E-11
1889,1.33E-10
1890,1.82E-10
1891,2.55E-10
1892,3.71E-10
1893,5.62E-10
1894,8.70E-10
1895,1.35E-09
1896,2.08E-09
1897,3.10E-09
1898,4.48E-09
1899,6.20E-09
1900,8.14E-09
1901,1.01E-08
1902,1.16E-08
1903,1.26E-08
1904,1.30E-08
1905,1.34E-08
1906,1.43E-08
1907,1.66E-08
1908,2.14E-08
1909,3.08E-08
1910,5.04E-08
1911,9.77E-08
1912,2.56E-07
1913,1.66E-06
1914,0.026506168
1915,5.43E-07
1916,1.70E-07
1917,8.46E-08
1918,5.31E-08
1919,4.00E-08
1920,3.67E-08
1921,4.26E-08
1922,5.97E-08
1923,6.94E-08
1924,4.01E-08
1925,1.75E-08
1926,1.10E-11
1927,1.24E-11
1928,1.60E-11
1929,2.22E-11
1930,3.00E-11
1931,3.74E-11
1932,4.23E-11
1933,4.33E-11
1934,4.08E-11
1935,3.61E-11
1936,3.11E-11
1937,2.71E-11
1938,2.51E-11
1939,2.56E-11
1940,2.88E-11
1941,3.49E-11
1942,4.43E-11
1943,5.78E-11
1944,7.75E-11
1945,1.08E-10
1946,1.57E-10
1947,2.41E-10
1948,3.82E-10
1949,6.13E-10
1950,9.73E-10
1951,1.50E-09
1952,2.24E-09
1953,3.20E-09
1954,4.33E-09
1955,5.54E-09
1956,6.67E-09
1957,7.53E-09
1958,8.06E-09
1959,8.37E-09
1960,8.74E-09
1961,9.58E-09
1962,1.14E-08
1963,1.50E-08
1964,2.17E-08
1965,3.46E-08
1966,6.20E-08
1967,1.34E-07
1968,4.26E-07
1969,1.02E-05
1970,4.14E-06
1971,4.21E-07
1972,1.65E-07
1973,9.40E-08
1974,6.80E-08
1975,6.23E-08
1976,7.73E-08
1977,1.36E-07
1978,2.03E-07
1979,8.40E-08
1980,3.08E-08
1981,1.26E-11
1982,1.34E-11
1983,1.51E-11
1984,1.79E-11
1985,2.14E-11
1986,2.48E-11
1987,2.70E-11
1988,2.77E-11
1989,2.67E-11
1990,2.49E-11
1991,2.28E-11
1992,2.13E-11
1993,2.07E-11
1994,2.12E-11
1995,2.29E-11
1996,2.61E-11
1997,3.10E-11
1998,3.84E-11
1999,4.99E-11
2000,6.89E-11
2001,1.02E-10
2002,1.60E-10
2003,2.60E-10
2004,4.25E-10
2005,6.81E-10
2006,1.05E-09
2007,1.56E-09
2008,2.19E-09
2009,2.92E-09
2010,3.66E-09
2011,4.32E-09
2012,4.82E-09
2013,5.14E-09
2014,5.39E-09
2015,5.76E-09
2016,6.53E-09
2017,8.07E-09
2018,1.09E-08
2019,1.60E-08
2020,2.51E-08
2021,4.28E-08
2022,8.19E-08
2023,1.92E-07
2024,7.25E-07
2025,0.065196268
2026,1.88E-06
2027,3.99E-07
2028,1.86E-07
2029,1.22E-07
2030,1.07E-07
2031,1.38E-07
2032,3.45E-07
2033,2.21E-06
2034,2.07E-07
2035,5.69E-08
2036,1.45E-11
2037,1.49E-11
2038,1.58E-11
2039,1.71E-11
2040,1.87E-11
2041,2.02E-11
2042,2.13E-11
2043,2.18E-11
2044,2.16E-11
2045,2.11E-11
2046,2.05E-11
2047,2.02E-11
2048,2.02E-11
2049,2.08E-11
2050,2.20E-11
2051,2.38E-11
2052,2.66E-11
2053,3.08E-11
2054,3.77E-11
2055,4.97E-11
2056,7.14E-11
2057,1.10E-10
2058,1.78E-10
2059,2.90E-10
2060,4.63E-10
2061,7.11E-10
2062,1.04E-09
2063,1.44E-09
2064,1.89E-09
2065,2.34E-09
2066,2.73E-09
2067,3.03E-09
2068,3.25E-09
2069,3.47E-09
2070,3.85E-09
2071,4.57E-09
2072,5.91E-09
2073,8.25E-09
2074,1.22E-08
2075,1.91E-08
2076,3.14E-08
2077,5.53E-08
2078,1.09E-07
2079,2.67E-07
2080,1.08E-06
2081,2.28E-05
2082,1.57E-06
2083,4.33E-07
2084,2.24E-07
2085,1.67E-07
2086,1.90E-07
2087,4.38E-07
2088,0.026283254
2089,4.34E-07
2090,1.05E-07
2091,1.64E-11
2092,1.67E-11
2093,1.72E-11
2094,1.78E-11
2095,1.86E-11
2096,1.94E-11
2097,2.00E-11
2098,2.05E-11
2099,2.07E-11
2100,2.08E-11
2101,2.09E-11
2102,2.11E-11
2103,2.15E-11
2104,2.22E-11
2105,2.31E-11
2106,2.44E-11
2107,2.62E-11
2108,2.89E-11
2109,3.33E-11
2110,4.09E-11
2111,5.49E-11
2112,8.01E-11
2113,1.24E-10
2114,1.96E-10
2115,3.05E-10
2116,4.61E-10
2117,6.66E-10
2118,9.11E-10
2119,1.18E-09
2120,1.44E-09
2121,1.67E-09
2122,1.86E-09
2123,2.03E-09
2124,2.25E-09
2125,2.62E-09
2126,3.30E-09
2127,4.48E-09
2128,6.47E-09
2129,9.72E-09
2130,1.50E-08
2131,2.39E-08
2132,3.98E-08
2133,7.07E-08
2134,1.41E-07
2135,3.58E-07
2136,1.73E-06
2137,0.076679124
2138,1.24E-06
2139,3.69E-07
2140,2.01E-07
2141,1.65E-07
2142,2.00E-07
2143,3.07E-07
2144,2.58E-07
2145,1.45E-07
2146,1.79E-11
2147,1.82E-11
2148,1.85E-11
2149,1.89E-11
2150,1.94E-11
2151,2.00E-11
2152,2.04E-11
2153,2.09E-11
2154,2.12E-11
2155,2.16E-11
2156,2.20E-11
2157,2.25E-11
2158,2.31E-11
2159,2.38E-11
2160,2.47E-11
2161,2.59E-11
2162,2.73E-11
2163,2.92E-11
2164,3.22E-11
2165,3.72E-11
2166,4.61E-11
2167,6.17E-11
2168,8.85E-11
2169,1.32E-10
2170,1.98E-10
2171,2.91E-10
2172,4.11E-10
2173,5.54E-10
2174,7.08E-10
2175,8.61E-10
2176,1.00E-09
2177,1.13E-09
2178,1.27E-09
2179,1.48E-09
2180,1.84E-09
2181,2.47E-09
2182,3.52E-09
2183,5.22E-09
2184,7.90E-09
2185,1.21E-08
2186,1.88E-08
2187,2.99E-08
2188,4.96E-08
2189,8.92E-08
2190,1.88E-07
2191,5.67E-07
2192,8.73E-06
2193,3.88E-06
2194,4.63E-07
2195,1.83E-07
2196,1.12E-07
2197,9.36E-08
2198,9.64E-08
2199,1.02E-07
2200,1.06E-07
2201,1.88E-11
2202,1.90E-11
2203,1.93E-11
2204,1.97E-11
2205,2.01E-11
2206,2.05E-11
2207,2.09E-11
2208,2.14E-11
2209,2.18E-11
2210,2.23E-11
2211,2.28E-11
2212,2.34E-11
2213,2.41E-11
2214,2.49E-11
2215,2.58E-11
2216,2.68E-11
2217,2.81E-11
2218,2.97E-11
2219,3.19E-11
2220,3.53E-11
2221,4.09E-11
2222,5.04E-11
2223,6.62E-11
2224,9.14E-11
2225,1.29E-10
2226,1.81E-10
2227,2.48E-10
2228,3.28E-10
2229,4.15E-10
2230,5.02E-10
2231,5.89E-10
2232,6.83E-10
2233,8.06E-10
2234,1.00E-09
2235,1.34E-09
2236,1.91E-09
2237,2.84E-09
2238,4.29E-09
2239,6.50E-09
2240,9.84E-09
2241,1.50E-08
2242,2.31E-08
2243,3.68E-08
2244,6.26E-08
2245,1.21E-07
2246,3.09E-07
2247,1.86E-06
2248,8.92E-06
2249,4.70E-07
2250,1.50E-07
2251,7.71E-08
2252,5.30E-08
2253,4.59E-08
2254,4.73E-08
2255,5.58E-08
2256,1.87E-11
2257,1.90E-11
2258,1.92E-11
2259,1.96E-11
2260,1.99E-11
2261,2.03E-11
2262,2.07E-11
2263,2.11E-11
2264,2.16E-11
2265,2.21E-11
2266,2.27E-11
2267,2.33E-11
2268,2.40E-11
2269,2.47E-11
2270,2.56E-11
2271,2.66E-11
2272,2.78E-11
2273,2.92E-11
2274,3.09E-11
2275,3.34E-11
2276,3.71E-11
2277,4.28E-11
2278,5.20E-11
2279,6.60E-11
2280,8.65E-11
2281,1.15E-10
2282,1.51E-10
2283,1.94E-10
2284,2.41E-10
2285,2.93E-10
2286,3.50E-10
2287,4.22E-10
2288,5.31E-10
2289,7.11E-10
2290,1.02E-09
2291,1.52E-09
2292,2.31E-09
2293,3.53E-09
2294,5.33E-09
2295,8.00E-09
2296,1.20E-08
2297,1.81E-08
2298,2.83E-08
2299,4.69E-08
2300,8.76E-08
2301,2.09E-07
2302,1.00E-06
2303,4.25E-05
2304,4.65E-07
2305,1.27E-07
2306,5.78E-08
2307,3.46E-08
2308,2.63E-08
2309,2.51E-08
2310,2.89E-08
2311,1.76E-11
2312,1.79E-11
2313,1.81E-11
2314,1.84E-11
2315,1.87E-11
2316,1.91E-11
2317,1.94E-11
2318,1.98E-11
2319,2.03E-11
2320,2.08E-11
2321,2.13E-11
2322,2.19E-11
2323,2.25E-11
2324,2.32E-11
2325,2.40E-11
2326,2.50E-11
2327,2.60E-11
2328,2.72E-11
2329,2.86E-11
2330,3.05E-11
2331,3.30E-11
2332,3.66E-11
2333,4.19E-11
2334,4.97E-11
2335,6.07E-11
2336,7.56E-11
2337,9.47E-11
2338,1.18E-10
2339,1.44E-10
2340,1.76E-10
2341,2.16E-10
2342,2.74E-10
2343,3.67E-10
2344,5.25E-10
2345,7.89E-10
2346,1.22E-09
2347,1.88E-09
2348,2.87E-09
2349,4.33E-09
2350,6.45E-09
2351,9.58E-09
2352,1.44E-08
2353,2.22E-08
2354,3.66E-08
2355,6.74E-08
2356,1.56E-07
2357,6.61E-07
2358,0.120764221
2359,4.52E-07
2360,1.11E-07
2361,4.64E-08
2362,2.50E-08
2363,1.68E-08
2364,1.44E-08
2365,1.55E-08
2366,1.57E-11
2367,1.59E-11
2368,1.61E-11
2369,1.64E-11
2370,1.66E-11
2371,1.69E-11
2372,1.72E-11
2373,1.76E-11
2374,1.79E-11
2375,1.84E-11
2376,1.88E-11
2377,1.93E-11
2378,1.99E-11
2379,2.05E-11
2380,2.12E-11
2381,2.20E-11
2382,2.28E-11
2383,2.38E-11
2384,2.50E-11
2385,2.64E-11
2386,2.82E-11
2387,3.06E-11
2388,3.38E-11
2389,3.82E-11
2390,4.43E-11
2391,5.23E-11
2392,6.26E-11
2393,7.53E-11
2394,9.12E-11
2395,1.12E-10
2396,1.41E-10
2397,1.88E-10
2398,2.66E-10
2399,3.97E-10
2400,6.15E-10
2401,9.63E-10
2402,1.50E-09
2403,2.29E-09
2404,3.45E-09
2405,5.12E-09
2406,7.60E-09
2407,1.14E-08
2408,1.77E-08
2409,2.91E-08
2410,5.33E-08
2411,1.19E-07
2412,4.24E-07
2413,2.67E-06
2414,3.65E-07
2415,9.45E-08
2416,3.83E-08
2417,1.92E-08
2418,1.15E-08
2419,8.72E-09
2420,8.54E-09
2421,1.32E-11
2422,1.34E-11
2423,1.35E-11
2424,1.37E-11
2425,1.39E-11
2426,1.42E-11
2427,1.44E-11
2428,1.47E-11
2429,1.50E-11
2430,1.53E-11
2431,1.57E-11
2432,1.61E-11
2433,1.65E-11
2434,1.70E-11
2435,1.75E-11
2436,1.81E-11
2437,1.88E-11
2438,1.96E-11
2439,2.05E-11
2440,2.16E-11
2441,2.29E-11
2442,2.44E-11
2443,2.65E-11
2444,2.92E-11
2445,3.26E-11
2446,3.72E-11
2447,4.31E-11
2448,5.07E-11
2449,6.09E-11
2450,7.54E-11
2451,9.77E-11
2452,1.34E-10
2453,1.97E-10
2454,3.01E-10
2455,4.73E-10
2456,7.44E-10
2457,1.16E-09
2458,1.78E-09
2459,2.68E-09
2460,4.00E-09
2461,5.97E-09
2462,9.05E-09
2463,1.42E-08
2464,2.35E-08
2465,4.28E-08
2466,9.19E-08
2467,2.63E-07
2468,6.47E-07
2469,2.31E-07
2470,7.39E-08
2471,3.08E-08
2472,1.50E-08
2473,8.18E-09
2474,5.42E-09
2475,4.72E-09
2476,1.06E-11
2477,1.07E-11
2478,1.08E-11
2479,1.10E-11
2480,1.11E-11
2481,1.13E-11
2482,1.14E-11
2483,1.16E-11
2484,1.18E-11
2485,1.21E-11
2486,1.23E-11
2487,1.26E-11
2488,1.29E-11
2489,1.33E-11
2490,1.37E-11
2491,1.41E-11
2492,1.46E-11
2493,1.52E-11
2494,1.58E-11
2495,1.66E-11
2496,1.75E-11
2497,1.85E-11
2498,1.98E-11
2499,2.15E-11
2500,2.36E-11
2501,2.64E-11
2502,3.00E-11
2503,3.49E-11
2504,4.19E-11
2505,5.23E-11
2506,6.90E-11
2507,9.68E-11
2508,1.44E-10
2509,2.23E-10
2510,3.51E-10
2511,5.54E-10
2512,8.65E-10
2513,1.33E-09
2514,2.02E-09
2515,3.06E-09
2516,4.66E-09
2517,7.21E-09
2518,1.15E-08
2519,1.94E-08
2520,3.55E-08
2521,7.35E-08
2522,1.74E-07
2523,2.78E-07
2524,1.36E-07
2525,5.33E-08
2526,2.37E-08
2527,1.15E-08
2528,5.89E-09
2529,3.41E-09
2530,2.57E-09
2531,8.24E-12
2532,8.32E-12
2533,8.40E-12
2534,8.48E-12
2535,8.58E-12
2536,8.68E-12
2537,8.79E-12
2538,8.92E-12
2539,9.05E-12
2540,9.20E-12
2541,9.37E-12
2542,9.55E-12
2543,9.76E-12
2544,9.99E-12
2545,1.02E-11
2546,1.05E-11
2547,1.09E-11
2548,1.12E-11
2549,1.16E-11
2550,1.21E-11
2551,1.27E-11
2552,1.34E-11
2553,1.42E-11
2554,1.53E-11
2555,1.66E-11
2556,1.83E-11
2557,2.06E-11
2558,2.39E-11
2559,2.86E-11
2560,3.59E-11
2561,4.78E-11
2562,6.77E-11
2563,1.01E-10
2564,1.57E-10
2565,2.48E-10
2566,3.92E-10
2567,6.17E-10
2568,9.64E-10
2569,1.50E-09
2570,2.34E-09
2571,3.68E-09
2572,5.92E-09
2573,9.81E-09
2574,1.70E-08
2575,3.17E-08
2576,6.49E-08
2577,1.37E-07
2578,1.68E-07
2579,8.63E-08
2580,3.76E-08
2581,1.75E-08
2582,8.51E-09
2583,4.18E-09
2584,2.15E-09
2585,1.36E-09
2586,6.44E-12
2587,6.48E-12
2588,6.53E-12
2589,6.58E-12
2590,6.63E-12
2591,6.69E-12
2592,6.76E-12
2593,6.83E-12
2594,6.90E-12
2595,6.99E-12
2596,7.09E-12
2597,7.19E-12
2598,7.31E-12
2599,7.44E-12
2600,7.59E-12
2601,7.75E-12
2602,7.94E-12
2603,8.15E-12
2604,8.40E-12
2605,8.69E-12
2606,9.02E-12
2607,9.43E-12
2608,9.93E-12
2609,1.05E-11
2610,1.13E-11
2611,1.24E-11
2612,1.38E-11
2613,1.59E-11
2614,1.90E-11
2615,2.38E-11
2616,3.17E-11
2617,4.49E-11
2618,6.70E-11
2619,1.04E-10
2620,1.65E-10
2621,2.64E-10
2622,4.25E-10
2623,6.87E-10
2624,1.12E-09
2625,1.85E-09
2626,3.08E-09
2627,5.24E-09
2628,9.15E-09
2629,1.67E-08
2630,3.24E-08
2631,6.91E-08
2632,1.41E-07
2633,1.36E-07
2634,6.33E-08
2635,2.77E-08
2636,1.29E-08
2637,6.16E-09
2638,2.89E-09
2639,1.33E-09
2640,6.90E-10
2641,5.25E-12
2642,5.27E-12
2643,5.29E-12
2644,5.32E-12
2645,5.34E-12
2646,5.37E-12
2647,5.41E-12
2648,5.44E-12
2649,5.48E-12
2650,5.52E-12
2651,5.57E-12
2652,5.62E-12
2653,5.68E-12
2654,5.75E-12
2655,5.82E-12
2656,5.91E-12
2657,6.00E-12
2658,6.11E-12
2659,6.24E-12
2660,6.39E-12
2661,6.57E-12
2662,6.78E-12
2663,7.05E-12
2664,7.39E-12
2665,7.83E-12
2666,8.42E-12
2667,9.26E-12
2668,1.05E-11
2669,1.23E-11
2670,1.52E-11
2671,1.99E-11
2672,2.79E-11
2673,4.13E-11
2674,6.42E-11
2675,1.04E-10
2676,1.72E-10
2677,2.93E-10
2678,5.10E-10
2679,9.01E-10
2680,1.61E-09
2681,2.89E-09
2682,5.25E-09
2683,9.71E-09
2684,1.88E-08
2685,4.00E-08
2686,9.89E-08
2687,2.27E-07
2688,1.49E-07
2689,5.38E-08
2690,2.19E-08
2691,9.78E-09
2692,4.44E-09
2693,1.95E-09
2694,8.01E-10
2695,3.36E-10
2696,4.57E-12
2697,4.58E-12
2698,4.59E-12
2699,4.60E-12
2700,4.61E-12
2701,4.63E-12
2702,4.64E-12
2703,4.66E-12
2704,4.67E-12
2705,4.69E-12
2706,4.71E-12
2707,4.73E-12
2708,4.76E-12
2709,4.79E-12
2710,4.82E-12
2711,4.86E-12
2712,4.90E-12
2713,4.95E-12
2714,5.00E-12
2715,5.07E-12
2716,5.15E-12
2717,5.25E-12
2718,5.38E-12
2719,5.54E-12
2720,5.76E-12
2721,6.06E-12
2722,6.48E-12
2723,7.10E-12
2724,8.06E-12
2725,9.59E-12
2726,1.21E-11
2727,1.64E-11
2728,2.40E-11
2729,3.80E-11
2730,6.45E-11
2731,1.16E-10
2732,2.19E-10
2733,4.24E-10
2734,8.26E-10
2735,1.60E-09
2736,3.06E-09
2737,5.84E-09
2738,1.14E-08
2739,2.38E-08
2740,5.86E-08
2741,2.20E-07
2742,1.30E-06
2743,1.94E-07
2744,4.92E-08
2745,1.84E-08
2746,7.75E-09
2747,3.28E-09
2748,1.31E-09
2749,4.68E-10
2750,1.57E-10
2751,4.25E-12
2752,4.26E-12
2753,4.26E-12
2754,4.26E-12
2755,4.27E-12
2756,4.27E-12
2757,4.28E-12
2758,4.28E-12
2759,4.29E-12
2760,4.29E-12
2761,4.30E-12
2762,4.31E-12
2763,4.32E-12
2764,4.33E-12
2765,4.34E-12
2766,4.35E-12
2767,4.37E-12
2768,4.39E-12
2769,4.41E-12
2770,4.44E-12
2771,4.47E-12
2772,4.51E-12
2773,4.56E-12
2774,4.62E-12
2775,4.71E-12
2776,4.84E-12
2777,5.02E-12
2778,5.29E-12
2779,5.72E-12
2780,6.41E-12
2781,7.60E-12
2782,9.78E-12
2783,1.41E-11
2784,2.31E-11
2785,4.30E-11
2786,8.75E-11
2787,1.86E-10
2788,3.95E-10
2789,8.23E-10
2790,1.67E-09
2791,3.30E-09
2792,6.48E-09
2793,1.30E-08
2794,2.84E-08
2795,7.80E-08
2796,4.64E-07
2797,0.020895471
2798,1.58E-07
2799,4.03E-08
2800,1.51E-08
2801,6.18E-09
2802,2.46E-09
2803,8.84E-10
2804,2.70E-10
2805,7.10E-11
2806,4.13E-12
2807,4.13E-12
2808,4.13E-12
2809,4.13E-12
2810,4.13E-12
2811,4.13E-12
2812,4.13E-12
2813,4.14E-12
2814,4.14E-12
2815,4.14E-12
2816,4.14E-12
2817,4.14E-12
2818,4.15E-12
2819,4.15E-12
2820,4.15E-12
2821,4.16E-12
2822,4.16E-12
2823,4.17E-12
2824,4.17E-12
2825,4.18E-12
2826,4.19E-12
2827,4.20E-12
2828,4.22E-12
2829,4.24E-12
2830,4.27E-12
2831,4.32E-12
2832,4.38E-12
2833,4.48E-12
2834,4.63E-12
2835,4.90E-12
2836,5.41E-12
2837,6.51E-12
2838,9.09E-12
2839,1.55E-11
2840,3.16E-11
2841,7.07E-11
2842,1.62E-10
2843,3.61E-10
2844,7.74E-10
2845,1.59E-09
2846,3.15E-09
2847,6.10E-09
2848,1.19E-08
2849,2.41E-08
2850,5.30E-08
2851,1.16E-07
2852,1.32E-07
2853,6.12E-08
2854,2.51E-08
2855,1.08E-08
2856,4.57E-09
2857,1.79E-09
2858,5.98E-10
2859,1.58E-10
2860,3.28E-11
2861,4.09E-12
2862,4.09E-12
2863,4.09E-12
2864,4.09E-12
2865,4.09E-12
2866,4.09E-12
2867,4.09E-12
2868,4.09E-12
2869,4.09E-12
2870,4.09E-12
2871,4.09E-12
2872,4.09E-12
2873,4.09E-12
2874,4.09E-12
2875,4.10E-12
2876,4.10E-12
2877,4.10E-12
2878,4.10E-12
2879,4.10E-12
2880,4.10E-12
2881,4.10E-12
2882,4.11E-12
2883,4.11E-12
2884,4.12E-12
2885,4.12E-12
2886,4.14E-12
2887,4.15E-12
2888,4.18E-12
2889,4.23E-12
2890,4.32E-12
2891,4.53E-12
2892,5.10E-12
2893,6.67E-12
2894,1.10E-11
2895,2.27E-11
2896,5.22E-11
2897,1.22E-10
2898,2.76E-10
2899,5.92E-10
