FractionalChange,LogLikelihood,degree_candidates
0.016937006346679145,-8.782610737872474,8
0.015591596086422974,-8.64777807508079,11
0.011934999012716262,-8.545784149691338,14
0.01177763386270124,-8.446306642563128,18
0.010649778212862457,-8.357303216846075,23
0.008548433822081779,-8.286466902907698,29
0.026533391895307127,-8.072281884185223,37
0.009282280435133657,-7.998041817106911,48
