New127planet_16,New127planet_50,New127planet_84,Old34planetdeg30_16,Old34planetdeg30_50,Old34planetdeg30_84,Radii
0.91032966,3.452336434,13.09091603,0.489646999,1.255218485,2.471982247,1
1.700516676,6.08438711,22.56296269,3.604538402,7.668087862,18.81723013,3
2.43762741,10.05016129,53.22010529,7.996449369,17.38285173,33.85267586,5
11.24104445,105.7420939,592.4031585,30.13988373,148.3911264,219.5430215,8
