pl_name,pl_letter,hostname,hd_name,hip_name,tic_id,gaia_id,default_flag,pl_refname,sy_refname,disc_pubdate,disc_year,discoverymethod,disc_locale,disc_facility,disc_instrument,disc_telescope,disc_refname,ra,rastr,dec,decstr,glon,glat,elon,elat,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbperstr,pl_orblpererr1,pl_orblper,pl_orblpererr2,pl_orblperlim,pl_orblperstr,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbsmaxstr,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_orbinclstr,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orbtperstr,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbeccenstr,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtstr,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_occdepstr,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolstr,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_densstr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepstr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidstr,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_trandurstr,sy_kmagstr,sy_umag,sy_umagerr1,sy_umagerr2,sy_umagstr,sy_rmag,sy_rmagerr1,sy_rmagerr2,sy_rmagstr,sy_imag,sy_imagerr1,sy_imagerr2,sy_imagstr,sy_zmag,sy_zmagerr1,sy_zmagerr2,sy_zmagstr,sy_w1mag,sy_w1magerr1,sy_w1magerr2,sy_w1magstr,sy_w2mag,sy_w2magerr1,sy_w2magerr2,sy_w2magstr,sy_w3mag,sy_w3magerr1,sy_w3magerr2,sy_w3magstr,sy_w4mag,sy_w4magerr1,sy_w4magerr2,sy_w4magstr,sy_gmag,sy_gmagerr1,sy_gmagerr2,sy_gmagstr,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_gaiamagstr,sy_tmag,sy_tmagerr1,sy_tmagerr2,sy_tmagstr,pl_controv_flag,pl_tsystemref,st_metratio,st_spectype,sy_kepmag,sy_kepmagerr1,sy_kepmagerr2,sy_kepmagstr,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_rotpstr,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_projobliqstr,x,y,z,htm20,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_rvampstr,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_radjstr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radestr,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_ratrorstr,pl_ratdor,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,pl_trueobliqstr,sy_icmag,sy_icmagerr1,sy_icmagerr2,sy_icmagstr,rowupdate,pl_pubdate,st_refname,releasedate,dkin_flag,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratdorstr,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_impparstr,pl_cmassj,pl_cmassjerr1,pl_cmassjerr2,pl_cmassjlim,pl_cmassjstr,pl_cmasse,pl_cmasseerr1,pl_cmasseerr2,pl_cmasselim,pl_cmassestr,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_massjstr,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massestr,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassjstr,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassestr,pl_bmassprov,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_msinijstr,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msiniestr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffstr,st_met,st_meterr1,st_meterr2,st_metlim,st_metstr,st_radv,st_radverr1,st_radverr2,st_radvlim,st_radvstr,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_vsinstr,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_lumstr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggstr,st_age,st_ageerr1,st_ageerr2,st_agelim,st_agestr,st_mass,st_masserr1,st_masserr2,st_masslim,st_massstr,st_dens,st_denserr1,st_denserr2,st_denslim,st_densstr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radstr,ttv_flag,ptv_flag,tran_flag,rv_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,pul_flag,soltype,sy_snum,sy_pnum,sy_mnum,cb_flag,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,pl_nnotes,sy_pm,sy_pmerr1,sy_pmerr2,sy_pmstr,sy_pmra,sy_pmraerr1,sy_pmraerr2,sy_pmrastr,sy_pmdec,sy_pmdecerr1,sy_pmdecerr2,sy_pmdecstr,sy_plx,sy_plxerr1,sy_plxerr2,sy_plxstr,sy_dist,sy_disterr1,sy_disterr2,sy_diststr,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_bmagstr,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_vmagstr,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_jmagstr,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_hmagstr,sy_kmag,sy_kmagerr1,sy_kmagerr2,Planet_Name,exofop,kepler_flag,k2_flag,pl_rad_ref,pl_mass_ref,pl_ttvflag,pl_def_refname,tess_flag,unrefereed,RVonly,tsm,tsmerr1,tsmerr2,esm,esmerr1,esmerr2,pl_coremasse,ScaleHeight,ScaleHeightErr1,MassRatio,MassRatioError1,SurfaceGravity,SurfaceGravityErr1,SurfaceGravityErr2
TOI-3785 b,b,TOI-3785,,,TIC 458419328,Gaia DR2 1044013542142711296,1.0,<a refstr=POWERS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...44P/abstract target=ref>Powers et al. 2023</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2023-08,2023.0,Transit,Space,Transiting Exoplanet Survey Satellite (TESS),TESS CCD Array,0.1 m TESS Telescope,<a refstr=POWERS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...44P/abstract target=ref>Powers et al. 2023</a>,130.9002258,08h43m36.05s,63.0780768,+63d04m41.08s,152.77829,36.58395,113.90641,42.99369,4.6747218,3.8e-06,3.8e-06,0.0,4.6747373&plusmn;0.0000038,51.25,96.26,-143.93,0.0,"<div><span class=supersubNumber"">96.260</span><span class=""superscript"">+51.250</span><span class=""subscript"">-143.930</span></div>""",0.043,0.001,0.001,0.0,0.043&plusmn;0.001,88.1,0.01,-0.01,0.0,88.10&plusmn;0.01,,,,,,0.11,0.076,0.097,0.0,"<div><span class=supersubNumber"">0.11</span><span class=""superscript"">+0.10</span><span class=""subscript"">-0.08</span></div>""",581.2943989549287,16.177422088456712,16.177422088456712,0.0,582&plusmn;16,,,,,,18.960155372268062,2.1106443610765493,2.1106443610765493,0.0,19.1&plusmn;2.0,0.6070418006487698,0.1758667094696491,0.1758667094696491,0.0,"<div><span class=supersubNumber"">0.61</span><span class=""superscript"">+0.18</span><span class=""subscript"">-0.17</span></div>""",0.9254,0.0003,-0.0003,0.0,0.9254&plusmn;0.0003,2458861.49553,0.0006,-0.00058,0.0,"<div><span class=supersubNumber"">2458861.49553</span><span class=""superscript"">+0.00060</span><span class=""subscript"">-0.00058</span></div>""",1.7,0.02,-0.02,0.0,1.70&plusmn;0.02,10.165&plusmn;0.022,17.9187,0.0127787,-0.0127787,17.9187000&plusmn;0.0127787,14.0744,0.0030833,-0.0030833,14.0744000&plusmn;0.0030833,13.2233,0.000591,-0.000591,13.223300&plusmn;0.000591,12.4056,0.0036469,-0.0036469,12.4056000&plusmn;0.0036469,10.034,0.023,-0.023,10.034&plusmn;0.023,9.966,0.019,-0.019,9.966&plusmn;0.019,9.86,0.045,-0.045,9.860&plusmn;0.045,8.696,,,8.696,15.4753,0.003637,-0.003637,15.475300&plusmn;0.003637,13.6559,0.00036,-0.00036,13.65590&plusmn;0.00036,12.4963,0.0073085,-0.0073085,12.4963000&plusmn;0.0073085,0.0,BJD,[Fe/H],M2 V,,,,,,,,,,,,,,,-0.2964522141567727,0.3422310713637424,0.8916243483187144,-1102809516.0,9.24,2.68,-2.68,0.0,9.240&plusmn;2.680,0.4589285714285714,0.014285714285714287,0.014285714285714287,0.0,0.459&plusmn;0.014,5.14,0.16,0.16,0.0,5.14&plusmn;0.16,0.0962,0.0017,-0.0017,0.0,0.0962&plusmn;0.0017,18.89,,,,,,,,,,2023-07-21,2023-08,<a refstr=POWERS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...44P/abstract target=ref>Powers et al. 2023</a>,2023-07-21,0.0,0.45,-0.44,0.0,"<div><span class=supersubNumber"">18.89</span><span class=""superscript"">+0.45</span><span class=""subscript"">-0.44</span></div>""",0.6,0.02,-0.03,0.0,"<div><span class=supersubNumber"">0.60</span><span class=""superscript"">+0.02</span><span class=""subscript"">-0.03</span></div>""",,,,,,,,,,,0.04704216488357457,0.01290119572057898,0.012334801762114538,0.0,"<div><span class=supersubNumber"">0.04704</span><span class=""superscript"">+0.01290</span><span class=""subscript"">-0.01233</span></div>""",14.95,4.1,3.92,0.0,"<div><span class=supersubNumber"">14.95</span><span class=""superscript"">+4.10</span><span class=""subscript"">-3.92</span></div>""",0.04704,0.0129,-0.01233,0.0,"<div><span class=supersubNumber"">0.04704</span><span class=""superscript"">+0.01290</span><span class=""subscript"">-0.01233</span></div>""",14.95,4.1,-3.92,0.0,"<div><span class=supersubNumber"">14.95</span><span class=""superscript"">+4.10</span><span class=""subscript"">-3.92</span></div>""",Mass,,,,,,,,,,,3576.0,90.0,90.0,0.0,3576&plusmn;88,0.099,0.12,0.12,0.0,0.0990&plusmn;0.1170,4.66,0.15,-0.15,0.0,4.657&plusmn;0.152,2.0,,,1.0,&lt;2,0.036704607051148884,0.003976089750394987,0.003976089750394987,0.0,"<div><span class=supersubNumber"">-1.44</span><span class=""superscript"">+0.01</span><span class=""subscript"">-0.01</span></div>""",4.75,0.05,-0.05,0.0,4.7470&plusmn;0.0458,8.0,4.1,-4.8,0.0,"<div><span class=supersubNumber"">8.00</span><span class=""superscript"">+4.10</span><span class=""subscript"">-4.80</span></div>""",0.52,0.02,0.02,0.0,0.52&plusmn;0.02,,,,,,0.5,0.01,0.01,0.0,0.50&plusmn;0.01,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.160023,0.0409374,-0.0409374,46.1600230&plusmn;0.0409374,-42.9027,0.0395847,-0.0395847,-42.9027000&plusmn;0.0395847,-17.0325,0.0486516,-0.0486516,-17.0325000&plusmn;0.0486516,12.5083,0.0348909,-0.0348909,12.5083000&plusmn;0.0348909,79.4,0.2243,-0.223,"<div><span class=supersubNumber"">79.7634</span><span class=""superscript"">+0.2243</span><span class=""subscript"">-0.2230</span></div>""",16.185,0.105,-0.105,16.185&plusmn;0.105,14.595,0.101,-0.101,14.595&plusmn;0.101,11.05,0.026,-0.026,11.051&plusmn;0.026,10.387,0.029,-0.029,10.387&plusmn;0.029,10.16,0.022,-0.022,TOI-3785 b,0,0,0,TESS,HPF,0.0,0,1.0,1.0,False,149.76217349712064,43.99720913875095,43.99720913875095,13.165215558701368,0.9742179729248975,0.9742179729248975,,393.3588436730147,111.16275390759667,8.635031877946028e-05,2.3913110975864684e-05,5.544597650924258,1.5592804242345344,1.5592804242345344
TOI-3984 A b,b,TOI-3984 A,,,TIC 20182780,Gaia DR2 1291955578869575552,1.0,<a refstr=CA_NTILDE_AS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...30C/abstract target=ref>Ca&ntilde;as et al. 2023</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2023-07,2023.0,Transit,Space,Transiting Exoplanet Survey Satellite (TESS),TESS CCD Array,0.1 m TESS Telescope,<a refstr=CA_NTILDE_AS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...30C/abstract target=ref>Ca&ntilde;as et al. 2023</a>,226.3371468,15h05m20.92s,36.7869747,+36d47m13.11s,60.26767,60.17839,207.94349,51.24981,4.353336,5e-06,5e-06,0.0,4.353326&plusmn;0.000005,189.0,-54.0,-108.0,0.0,"<div><span class=supersubNumber"">-54.0</span><span class=""superscript"">+189.0</span><span class=""subscript"">-108.0</span></div>""",0.0412,0.0016,0.0014,0.0,"<div><span class=supersubNumber"">0.041</span><span class=""superscript"">+0.002</span><span class=""subscript"">-0.001</span></div>""",89.5,0.2,-0.2,0.0,89.5&plusmn;0.2,,,,,,0.04,0.045,0.03,0.0,&lt;0.23,567.2234847386488,16.324776709502146,16.324776709502146,0.0,563&plusmn;15,,,,,,17.189931776431308,1.9789152279624995,1.9789152279624995,0.0,16.7&plusmn;1.8,0.49151143031696565,0.10719721113612182,0.10719721113612182,0.0,"<div><span class=supersubNumber"">0.49</span><span class=""superscript"">+0.11</span><span class=""subscript"">-0.10</span></div>""",,,,,,2459715.02268,9e-05,-9e-05,0.0,2459715.02268&plusmn;0.00009,2.01,0.01,-0.01,0.0,2.01&plusmn;0.01,11.052&plusmn;0.020,19.1895,0.0248635,-0.0248635,19.1895000&plusmn;0.0248635,15.1645,0.0035417,-0.0035417,15.1645000&plusmn;0.0035417,13.9346,0.0034051,-0.0034051,13.9346000&plusmn;0.0034051,13.2853,0.0037907,-0.0037907,13.2853000&plusmn;0.0037907,10.935,0.023,-0.023,10.935&plusmn;0.023,10.851,0.02,-0.02,10.851&plusmn;0.020,10.689,0.061,-0.061,10.689&plusmn;0.061,9.325,,,9.325,16.5597,0.0038932,-0.0038932,16.5597000&plusmn;0.0038932,14.6718,0.000438,-0.000438,14.671800&plusmn;0.000438,13.4609,0.0073332,-0.0073332,13.4609000&plusmn;0.0073332,0.0,BJD-TDB,[Fe/H],M4+/-0.5,,,,,50.0,2.8,-2.7,0.0,"<div><span class=supersubNumber"">50.0</span><span class=""superscript"">+2.8</span><span class=""subscript"">-2.7</span></div>""",,,,,,-0.5529297871073218,-0.5793595165273135,0.598841549275507,1842854732.0,27.7,5.4,-5.0,0.0,"<div><span class=supersubNumber"">27.7</span><span class=""superscript"">+5.4</span><span class=""subscript"">-5.0</span></div>""",0.7056250000000001,0.02125,0.02107142857142857,0.0,0.71&plusmn;0.02,7.903,0.238,0.236,0.0,7.90&plusmn;0.24,0.1558,0.0009,-0.0008,0.0,"<div><span class=supersubNumber"">0.1558</span><span class=""superscript"">+0.0009</span><span class=""subscript"">-0.0008</span></div>""",19.1,,,,,,,,,,2023-07-21,2023-07,<a refstr=CA_NTILDE_AS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...30C/abstract target=ref>Ca&ntilde;as et al. 2023</a>,2023-07-21,0.0,0.5,-0.4,0.0,"<div><span class=supersubNumber"">19.1</span><span class=""superscript"">+0.5</span><span class=""subscript"">-0.4</span></div>""",0.18,0.06,-0.07,0.0,"<div><span class=supersubNumber"">0.18</span><span class=""superscript"">+0.06</span><span class=""subscript"">-0.07</span></div>""",,,,,,,,,,,0.13844870988042796,0.027482693517935808,0.02513215859030837,0.0,0.14&plusmn;0.03,43.999,8.734,7.987,0.0,"<div><span class=supersubNumber"">44.0</span><span class=""superscript"">+8.7</span><span class=""subscript"">-8.0</span></div>""",0.14,0.03,-0.03,0.0,0.14&plusmn;0.03,44.0,8.7,-8.0,0.0,"<div><span class=supersubNumber"">44.0</span><span class=""superscript"">+8.7</span><span class=""subscript"">-8.0</span></div>""",Mass,,,,,,,,,,,3480.0,90.0,90.0,0.0,3476&plusmn;88,0.18,0.12,0.12,0.0,0.18&plusmn;0.12,-5.77,0.06,-0.06,0.0,-5.77&plusmn;0.06,2.0,,,1.0,&lt;2,0.02908728736378374,0.0032536597956333013,0.0032536597956333013,,,4.81,0.05,-0.05,0.0,4.81&plusmn;0.05,2.9,2.2,-2.2,0.0,2.9&plusmn;2.2,0.49,0.02,0.02,0.0,0.49&plusmn;0.02,6.9,0.5,-0.5,0.0,6.9&plusmn;0.5,0.47,0.01,0.01,0.0,0.47&plusmn;0.01,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,64.9361296,0.0523394,-0.0523394,64.9361296&plusmn;0.0523394,-48.9355,0.0505604,-0.0505604,-48.9355000&plusmn;0.0505604,42.6851,0.0545894,-0.0545894,42.6851000&plusmn;0.0545894,9.15538,0.0360399,-0.0360399,9.1553800&plusmn;0.0360399,108.4,0.433,-0.428,"<div><span class=supersubNumber"">108.883</span><span class=""superscript"">+0.433</span><span class=""subscript"">-0.428</span></div>""",17.14,0.09,-0.09,17.14&plusmn;0.09,15.694,0.117,-0.117,15.694&plusmn;0.117,11.13,0.019,-0.019,11.934&plusmn;0.019,11.319,0.016,-0.016,11.319&plusmn;0.016,10.24,0.02,-0.02,TOI-3984 A b,0,0,0,TESS,HPF,0.0,0,1.0,1.0,False,196.8744998743318,44.1128105521894,44.1128105521894,32.52378616380982,2.3984968631063555,2.3984968631063555,17.332643351427283,308.32099326808344,64.57100407985052,0.00026969495481650213,5.465567288604606e-05,6.902619343100239,1.4318856053170745,1.4318856053170745
TOI-5293 A b,b,TOI-5293 A,,,TIC 250111245,Gaia DR2 2640121486388076032,1.0,<a refstr=CA_NTILDE_AS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...30C/abstract target=ref>Ca&ntilde;as et al. 2023</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2023-07,2023.0,Transit,Space,Transiting Exoplanet Survey Satellite (TESS),TESS CCD Array,0.1 m TESS Telescope,<a refstr=CA_NTILDE_AS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...30C/abstract target=ref>Ca&ntilde;as et al. 2023</a>,355.828682,23h43m18.88s,-2.0450945,-02d02m42.34s,87.00512,-60.07625,355.35642,-0.21921,2.930289,4e-06,4e-06,0.0,2.930289&plusmn;0.000004,161.0,-92.0,-45.0,0.0,"<div><span class=supersubNumber"">-92.0</span><span class=""superscript"">+161.0</span><span class=""subscript"">-45.0</span></div>""",0.034,0.004,0.0027,0.0,"<div><span class=supersubNumber"">0.034</span><span class=""superscript"">+0.004</span><span class=""subscript"">-0.003</span></div>""",88.8,0.5,-0.6,0.0,"<div><span class=supersubNumber"">88.8</span><span class=""superscript"">+0.5</span><span class=""subscript"">-0.6</span></div>""",,,,,,0.083,0.101,0.061,0.0,&lt;0.38,690.254032163206,19.03461300309911,19.03461300309911,0.0,"<div><span class=supersubNumber"">675</span><span class=""superscript"">+42</span><span class=""subscript"">-30</span></div>""",,,,,,37.69581589082216,4.158035933925378,4.158035933925378,0.0,"<div><span class=supersubNumber"">34.6</span><span class=""superscript"">+8.6</span><span class=""subscript"">-6.2</span></div>""",0.5588483459257119,0.09492378105155669,0.09492378105155669,0.0,0.56&plusmn;0.09,,,,,,2459448.9148,0.0004,-0.0004,0.0,2459448.9148&plusmn;0.0004,1.94,0.05,-0.04,0.0,"<div><span class=supersubNumber"">1.94</span><span class=""superscript"">+0.05</span><span class=""subscript"">-0.04</span></div>""",11.639&plusmn;0.035,,,,,,,,,,,,,,,,,11.368,0.023,-0.023,11.368&plusmn;0.023,11.296,0.021,-0.021,11.296&plusmn;0.021,11.178,0.155,-0.155,11.178&plusmn;0.155,8.909,,,8.909,,,,,14.9816,0.000555,-0.000555,14.981600&plusmn;0.000555,13.9766,0.0063,-0.0063,13.9766&plusmn;0.0063,0.0,BJD-TDB,[Fe/H],M3+/-1,,,,,20.6,0.3,-0.4,0.0,"<div><span class=supersubNumber"">20.6</span><span class=""superscript"">+0.3</span><span class=""subscript"">-0.4</span></div>""",,,,,,0.9967157521598146,-0.0726926059247936,-0.035686053863627,-1522617901.0,115.6,14.5,-14.5,0.0,115.6&plusmn;14.5,1.0617857142857143,0.039464285714285716,0.036517857142857144,0.0,1.06&plusmn;0.04,11.892,0.442,0.409,0.0,11.9&plusmn;0.4,0.21,0.005,-0.004,0.0,"<div><span class=supersubNumber"">0.210</span><span class=""superscript"">+0.005</span><span class=""subscript"">-0.004</span></div>""",14.1,,,,,,,,,,2023-07-21,2023-07,<a refstr=CA_NTILDE_AS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...30C/abstract target=ref>Ca&ntilde;as et al. 2023</a>,2023-07-21,0.0,1.6,-1.1,0.0,"<div><span class=supersubNumber"">14.1</span><span class=""superscript"">+1.6</span><span class=""subscript"">-1.1</span></div>""",0.32,0.12,-0.14,0.0,"<div><span class=supersubNumber"">0.32</span><span class=""superscript"">+0.12</span><span class=""subscript"">-0.14</span></div>""",,,,,,,,,,,0.5363373190685966,0.06872246696035242,0.06877595972309629,0.0,0.54&plusmn;0.07,170.448,21.84,21.857,0.0,"<div><span class=supersubNumber"">170.4</span><span class=""superscript"">+21.8</span><span class=""subscript"">-21.9</span></div>""",0.54,0.07,-0.07,0.0,0.54&plusmn;0.07,170.4,21.8,-21.9,0.0,"<div><span class=supersubNumber"">170.4</span><span class=""superscript"">+21.8</span><span class=""subscript"">-21.9</span></div>""",Mass,,,,,,,,,,,3586.0,90.0,90.0,0.0,3586&plusmn;88,-0.03,0.12,0.12,0.0,-0.030&plusmn;0.120,8.0,0.1,-0.1,0.0,8.0&plusmn;0.1,2.0,,,1.0,&lt;2,0.040145637430076826,0.004315893863525777,0.004315893863525777,,,4.77,0.05,-0.05,0.0,4.77&plusmn;0.05,2.9,2.2,-2.2,0.0,2.9&plusmn;2.2,0.54,0.02,0.02,0.0,0.54&plusmn;0.02,5.4,0.4,-0.4,0.0,5.4&plusmn;0.4,0.52,0.01,0.02,0.0,"<div><span class=supersubNumber"">0.52</span><span class=""superscript"">+0.02</span><span class=""subscript"">-0.01</span></div>""",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.7849204,0.112685,-0.112685,16.784920&plusmn;0.112685,-16.7804,0.112707,-0.112707,-16.780400&plusmn;0.112707,0.389523,0.0591723,-0.0591723,0.3895230&plusmn;0.0591723,6.13575,0.0492247,-0.0492247,6.1357500&plusmn;0.0492247,160.8,1.316,-1.295,"<div><span class=supersubNumber"">162.229</span><span class=""superscript"">+1.316</span><span class=""subscript"">-1.295</span></div>""",17.299,0.008,-0.008,17.299&plusmn;0.008,16.19,1.133,-1.133,16.190&plusmn;1.133,12.5,0.031,-0.031,12.465&plusmn;0.031,11.859,0.031,-0.031,11.859&plusmn;0.031,11.6,0.035,-0.035,TOI-5293 A b,0,0,0,TESS,HPF,0.0,0,1.0,1.0,False,91.59523838510307,16.15061257926783,16.15061257926783,55.470198160393906,4.64265491810038,4.64265491810038,39.59458122506245,219.2979533866351,33.04368938970902,0.0009480347269128147,0.00012644731874009814,11.809654455745937,1.7494176432196344,1.7494176432196344
