,Planet,Per,E_Per,e_Per,Rp/Rstar,E_Rp/Rstar,e_Rp/Rstar,T,E_T,e_T,Rp,E_Rp,e_Rp,Tmax-c,E_Tmax-c,e_Tmax-c,a,E_a,e_a,S,E_S,e_S,Samp,KOI,Teff,e_Teff,FeH,e_FeH,Rstar,E_Rstar,e_Rstar,Mstar-iso,E_Mstar-iso,e_Mstar-iso,Rstar-iso,E_Rstar-iso,e_Rstar-iso,age-iso,E_age-iso,e_age-iso
848,K02194.01,34.7630543,0.0002132,-0.0002132,1.579,0.071,-0.071, 4.1549,0.1292,-0.1292,2.17,0.13,-0.13,8.4122,0.2664,-0.2664,0.2059,0.0028,-0.0028,36.0133,3.3351,-3.3351,0,2194,5767,100,-0.2,0.06,1.25,0.05,-0.05,0.92,0.04,-0.04,1.24,0.03,-0.03,10.8, 2.1,-2.0
849,K02194.02,67.968656,0.0005854,-0.0005854,1.656,0.063,-0.063, 7.7038,0.1457,-0.1457,2.27,0.13,-0.13,10.4955,0.3324,-0.3324,0.3206,0.0044,-0.0044,14.8625,1.3764,-1.3764,1,2194,5767,100,-0.2,0.06,1.25,0.05,-0.05,0.92,0.04,-0.04,1.24,0.03,-0.03,10.8, 2.1,-2.0
850,K02202.01,0.81316636,1.4e-06,-1.4e-06,1.204,0.056,-0.056, 1.3552,0.0524,-0.0524,1.06,0.07,-0.07,1.6325,0.0232,-0.0232,0.0173,0.0001,-0.0001,1641.6972,147.8782,-147.8782,1,2202,5304,100,0.35,0.06,0.80,0.03,-0.03,0.92,0.02,-0.02,0.83,0.01,-0.01, 1.5, 2.2,-1.0
851,K02204.01,10.86062378,3.956e-05,-3.956e-05,1.288,0.052,-0.052, 2.2451,0.0855,-0.0855,2.41,0.14,-0.14,7.0645,0.212,-0.212,0.1055,0.0014,-0.0014,359.5725,33.2981,-33.2981,0,2204,6284,100,-0.17,0.06,1.71,0.07,-0.07,1.24,0.03,-0.07,1.69,0.05,-0.05, 3.3, 1.1,-0.4
852,K02205.01,24.08632177,9.922e-05,-9.922e-05,2.944,0.189,-0.189, 2.0296,0.1109,-0.1109,2.38,0.18,-0.18,4.6532,0.1559,-0.1559,0.1488,0.002,-0.002,9.6379,1.3641,-1.3641,0,2205,4667,110,-0.09,0.09,0.74,0.03,-0.03,0.72,0.03,-0.03,0.71,0.03,-0.03,11.0, 5.9,-6.8
853,K02208.01,2.34451259,5.69e-06,-5.69e-06,0.715,0.032,-0.032, 1.3553,0.0621,-0.0621,0.88,0.05,-0.05,2.9863,0.0837,-0.0837,0.0363,0.0005,-0.0005,999.5022,79.5902,-79.5902,1,2208,5849,100,0.11,0.06,1.13,0.04,-0.04,1.05,0.04,-0.04,1.12,0.02,-0.02, 4.6, 2.1,-1.9
854,K02210.01,2.88890444,7.1e-06,-7.1e-06,1.818,0.103,-0.103, 1.5424,0.0608,-0.0608,1.33,0.1,-0.1,2.2705,0.0723,-0.0723,0.037,0.0004,-0.0004,184.624,22.6992,-22.6992,1,2210,4888,100,-0.11,0.06,0.67,0.03,-0.03,0.73,0.03,-0.03,0.70,0.02,-0.02, 5.5, 6.9,-4.0
855,K02210.02,210.631486,0.001512,-0.001512,3.671,0.174,-0.174, 7.8006,0.1815,-0.1815,2.69,0.18,-0.18,9.3505,0.2978,-0.2978,0.6275,0.0075,-0.0075,0.6418,0.0789,-0.0789,1,2210,4888,100,-0.11,0.06,0.67,0.03,-0.03,0.73,0.03,-0.03,0.70,0.02,-0.02, 5.5, 6.9,-4.0
856,K02214.01,2.35227391,8.09e-06,-8.09e-06,1.615,0.1,-0.1, 1.6859,0.0862,-0.0862,1.28,0.09,-0.09,2.1618,0.0699,-0.0699,0.0324,0.0004,-0.0004,193.8828,27.1313,-27.1313,1,2214,4583,110,0.12,0.09,0.72,0.03,-0.03,0.74,0.03,-0.03,0.72,0.03,-0.02, 9.0, 6.8,-6.1
857,K02225.01,2.78787417,9.77e-06,-9.77e-06,1.265,0.074,-0.074, 1.9754,0.0974,-0.0974,0.96,0.06,-0.06,2.2645,0.0689,-0.0689,0.0361,0.0005,-0.0005,154.8707,21.0895,-21.0895,1,2225,4603,110,0.11,0.09,0.69,0.02,-0.02,0.73,0.03,-0.03,0.71,0.02,-0.02, 7.6, 7.1,-5.3
858,K02238.01,1.64680168,3.51e-06,-3.51e-06,1.564,0.075,-0.075, 1.1916,0.0602,-0.0602,1.03,0.06,-0.06,1.7168,0.0312,-0.0312,0.0237,0.0002,-0.0002,134.3547,14.4405,-14.4405,1,2238,3934,70,-0.09,0.09,0.60,0.02,-0.02,0.58,0.01,-0.01,0.59,0.02,-0.01,12.7, 5.0,-7.0
859,K02246.01,11.89520436,5.391e-05,-5.391e-05,1.25,0.054,-0.054, 3.3397,0.1028,-0.1028,1.26,0.07,-0.07,4.3924,0.1314,-0.1314,0.1011,0.0014,-0.0014,79.9966,6.7517,-6.7517,1,2246,5738,100,-0.18,0.06,0.92,0.04,-0.04,0.91,0.04,-0.04,0.92,0.02,-0.02, 5.2, 3.1,-2.7
860,K02247.01,4.45743267,1.71e-05,-1.71e-05,1.196,0.072,-0.072, 2.2576,0.0941,-0.0941,0.93,0.06,-0.06,2.6302,0.0773,-0.0773,0.0489,0.0006,-0.0006,72.8728,7.4539,-7.4539,1,2247,4464,70,0.11,0.09,0.71,0.02,-0.02,0.72,0.03,-0.03,0.70,0.02,-0.02,10.0, 6.5,-6.5
861,K02250.01,2.93536207,5.06e-06,-5.06e-06,2.941,0.128,-0.128, 1.3545,0.0413,-0.0413,2.44,0.16,-0.16,2.4485,0.0965,-0.0965,0.0387,0.0005,-0.0005,219.9512,28.7314,-28.7314,1,2250,4958,100,0.13,0.06,0.75,0.04,-0.04,0.81,0.03,-0.03,0.78,0.03,-0.03, 6.3, 6.8,-4.5
862,K02250.02,0.62628177,1.04e-06,-1.04e-06,1.9,0.12,-0.12, 1.1295,0.0490,-0.0490,1.57,0.13,-0.13,1.4707,0.0579,-0.0579,0.014,0.0002,-0.0002,1690.066,220.7669,-220.7669,1,2250,4958,100,0.13,0.06,0.75,0.04,-0.04,0.81,0.03,-0.03,0.78,0.03,-0.03, 6.3, 6.8,-4.5
863,K02252.01,13.53953595,8.81e-05,-8.81e-05,1.076,0.067,-0.067, 4.2725,0.1773,-0.1773,2.66,0.2,-0.2,9.4937,0.3424,-0.3424,0.1279,0.0024,-0.0024,376.4303,33.1081,-33.1081,0,2252,6116,100,0.08,0.06,2.26,0.10,-0.10,1.43,0.06,-0.11,2.22,0.07,-0.06, 2.5, 0.8,-0.3
864,K02256.01,10.71253475,3.804e-05,-3.804e-05,3.144,0.121,-0.121, 2.5338,0.0686,-0.0686,2.37,0.12,-0.12,3.4967,0.1043,-0.1043,0.0874,0.0012,-0.0012,25.6345,3.492,-3.492,1,2256,4600,110,0.07,0.09,0.69,0.03,-0.02,0.72,0.03,-0.03,0.70,0.02,-0.02, 7.3, 7.1,-5.2
