New127planet_16,New127planet_50,New127planet_84,Old34planetdeg30_16,Old34planetdeg30_50,Old34planetdeg30_84,Radii
1.040563232,2.817481945,7.53844698,0.489646999,1.255218485,2.471982247,1
2.603038069,6.499700535,16.50163616,3.604538402,7.668087862,18.81723013,3
3.613943648,10.06915787,30.6697798,7.996449369,17.38285173,33.85267586,5
9.337930013,60.91302163,338.5220574,30.13988373,148.3911264,219.5430215,8
