"","x"
"1",-0.3
"2",-0.283257489723169
"3",-0.266514979446337
"4",-0.249772469169506
"5",-0.233029958892675
"6",-0.216287448615844
"7",-0.199544938339012
"8",-0.182802428062181
"9",-0.16605991778535
"10",-0.149317407508518
"11",-0.132574897231687
"12",-0.115832386954856
"13",-0.0990898766780247
"14",-0.0823473664011934
"15",-0.0656048561243621
"16",-0.0488623458475308
"17",-0.0321198355706995
"18",-0.0153773252938683
"19",0.00136518498296301
"20",0.0181076952597943
"21",0.0348502055366256
"22",0.0515927158134569
"23",0.0683352260902881
"24",0.0850777363671194
"25",0.101820246643951
"26",0.118562756920782
"27",0.135305267197613
"28",0.152047777474445
"29",0.168790287751276
"30",0.185532798028107
"31",0.202275308304938
"32",0.21901781858177
"33",0.235760328858601
"34",0.252502839135432
"35",0.269245349412263
"36",0.285987859689095
"37",0.302730369965926
"38",0.319472880242757
"39",0.336215390519589
"40",0.35295790079642
"41",0.369700411073251
"42",0.386442921350082
"43",0.403185431626914
"44",0.419927941903745
"45",0.436670452180576
"46",0.453412962457408
"47",0.470155472734239
"48",0.48689798301107
"49",0.503640493287901
"50",0.520383003564733
"51",0.537125513841564
"52",0.553868024118395
"53",0.570610534395227
"54",0.587353044672058
"55",0.604095554948889
"56",0.62083806522572
"57",0.637580575502552
"58",0.654323085779383
"59",0.671065596056214
"60",0.687808106333045
"61",0.704550616609877
"62",0.721293126886708
"63",0.738035637163539
"64",0.754778147440371
"65",0.771520657717202
"66",0.788263167994033
"67",0.805005678270864
"68",0.821748188547696
"69",0.838490698824527
"70",0.855233209101358
"71",0.871975719378189
"72",0.888718229655021
"73",0.905460739931852
"74",0.922203250208683
"75",0.938945760485514
"76",0.955688270762346
"77",0.972430781039177
"78",0.989173291316009
"79",1.00591580159284
"80",1.02265831186967
"81",1.0394008221465
"82",1.05614333242333
"83",1.07288584270016
"84",1.089628352977
"85",1.10637086325383
"86",1.12311337353066
"87",1.13985588380749
"88",1.15659839408432
"89",1.17334090436115
"90",1.19008341463798
"91",1.20682592491481
"92",1.22356843519165
"93",1.24031094546848
"94",1.25705345574531
"95",1.27379596602214
"96",1.29053847629897
"97",1.3072809865758
"98",1.32402349685263
"99",1.34076600712947
"100",1.3575085174063
