"","row","col","weights"
"1",-0.3,-1,0.00789535856084763
"2",0.303315150117491,-0.792082384194855,2.68191966498241e-08
"3",0.906630300234982,-0.584164768389711,8.63071724312406e-09
"4",1.50994545035247,-0.376247152584566,5.27228548302141e-09
"5",2.11326060046996,-0.168329536779422,5.99753169132479e-09
"6",2.71657575058746,0.039588079025723,9.01495516720404e-09
"7",3.31989090070495,0.247505694830868,1.36064340850535e-08
"8",3.92320605082244,0.455423310636012,1.8853894600084e-08
"9",4.52652120093993,0.663340926441157,2.37009832352314e-08
"10",5.12983635105742,0.871258542246302,2.75383043892158e-08
"11",5.73315150117491,1.07917615805145,2.99967661240038e-08
"12",6.3364666512924,1.28709377385659,3.02463762558569e-08
"13",6.93978180140989,1.49501138966174,2.75084222783398e-08
"14",7.54309695152738,1.70292900546688,2.24489483852685e-08
"15",8.14641210164488,1.91084662127202,1.68788187933435e-08
"16",8.74972725176237,2.11876423707717,1.21566884697198e-08
"17",9.35304240187986,2.32668185288231,8.67967539016293e-09
"18",9.95635755199735,2.53459946868746,6.30866329808985e-09
"19",10.5596727021148,2.7425170844926,4.76350985406352e-09
"20",11.1629878522323,2.95043470029775,3.7843612083903e-09
"21",11.7663030023498,3.15835231610289,3.17012334811105e-09
"22",12.3696181524673,3.36626993190804,2.77776091291655e-09
"23",12.9729333025848,3.57418754771318,2.51227330563481e-09
"24",13.5762484527023,3.78210516351833,2.31476801998687e-09
"25",14.1795636028198,3.99002277932347,2.15133486713183e-09
"26",14.7828787529373,4.19794039512862,2.00492344950587e-09
"27",15.3861939030548,4.40585801093376,1.87092980209714e-09
"28",15.9895090531723,4.6137756267389,1.75523466483467e-09
"29",16.5928242032898,4.82169324254405,1.67264708510558e-09
"30",17.1961393534072,5.02961085834919,1.64446798217308e-09
"31",17.7994545035247,5.23752847415434,1.69503538192529e-09
"32",18.4027696536422,5.44544608995948,1.84745021643489e-09
"33",19.0060848037597,5.65336370576463,2.11796849523483e-09
"34",19.6093999538772,5.86128132156977,2.50766640759384e-09
"35",20.2127151039947,6.06919893737492,2.99041210787931e-09
"36",20.8160302541122,6.27711655318006,3.49979369477249e-09
"37",21.4193454042297,6.48503416898521,3.92534034311185e-09
"38",22.0226605543472,6.69295178479035,4.13496124071947e-09
