"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"1",0.0682888504775804,0.0071175579164328,0.0718449200048076,0.0700028864600053,0.0739430434817145,0.0698477756326288,0.0743158172979766,0.00711755716359771,0.0790497189060379,0.0729159621362776,0.00711755239853076,0.00711756355086016,0.00711755918261281,0.0729487378318837,0.00711755959795593,0.0071175750364178,0.00711756045747964,0.00711759590278163,0.00711754554750642,0.00711755252664844,0.00711757879895389,0.00711758626688727,0.00711757620620622,0.00711754721109838,0.00711758782427984,0.00711757563655083,0.0744144014263528,0.00711759562350141,0.0743944281344514,0.0719034420902546,0.00711758319800888,0.0735992572828628,0.0727508284478174,0.0071175880136579,0.0686563903257387,0.00711757832791394,0.00711758775588698,0.073169048920753,0.00711758971220807,0.0739124918513641,0.0662489450726218,0.0728771709774813,0.0737326456380274,0.00711755098723402,0.00711754804592497,0.00711758352638324,0.0695210860056625,0.00711759426639347,0.00711755345105018,0.00711756246334889,0.00711759753454061,0.00711758247634478,0.00711754576275257,0.0724857027542887,0.0732303986048939,0.00711758101743476,0.00711757758006836,0.0734795250689834,0.00711759486606058,0.0732872303286832,0.0712570698566193,0.00711754862921234,0.00711758908718381,0.00711758261737334,0.00711759407133457,0.00711760032783381,0.0704027948086019,0.00711758008460154,0.0731083689954967,0.0716866824857375,0.00711757916611738,0.0699486338816155,0.00711758943798357,0.00711757811339078,0.0071175834133493,0.00711755487622559,0.00711755806570231,0.00711758762689262,0.00711758859404868,0.00711757508473093,0.00711755303962336,0.00711757794436499,0.0071175525057147,0.0071175910337371,0.00711758862721807,0.0682315156140398,0.00711756008017462,0.0689228962847281,0.00711758960574888,0.00711756238710834,0.00711759691370733,0.00711755378780386,0.00711755661678426,0.0748511112580229,0.00711758167353344,0.00711759027557241,0.0743454647482661,0.00711759963009651,0.0071175950123465,0.00711756085820295
"2",0.0667205172664008,0.00711759390673543,0.0673485518757483,0.0679938693032461,0.075082974992283,0.0666354717327573,0.0729576600010616,0.00711762141874919,0.0763986239202415,0.0743514214087487,0.00711758342085075,0.00711765583922929,0.00711763035167018,0.0722718958118049,0.00711765118466888,0.00711759167632909,0.00711766330579934,0.00711868108004765,0.00711756633740494,0.00711765396848618,0.00711759810316249,0.00711774117453545,0.00711763309368213,0.00711759767562501,0.00711774766985744,0.00711762693896774,0.0868592660014789,0.00711828358405059,0.0808159925970095,0.0745827988811716,0.00711769068846966,0.0729900021974029,0.0732293952442646,0.00711839576616424,0.0764679645210892,0.00711767602529078,0.00711771228614692,0.0786374183679375,0.00711773089618706,0.0708848344402698,0.0662883616821479,0.0716572872842333,0.0809980008079444,0.00711767559734052,0.00711759607390761,0.00711767403443822,0.0675365344442922,0.00711813951190814,0.00711756297143892,0.00711768051439481,0.0071178606134298,0.00711764585347529,0.00711756352832919,0.0741703762119738,0.0734652148558442,0.00711763710425756,0.00711759562410952,0.0736040096596603,0.00711778921694673,0.0818381220384465,0.0723510105264475,0.00711757142822793,0.00711772948928708,0.00711764291127994,0.00711778415567297,0.00711791686853385,0.0690229279884134,0.00711764187963677,0.0742197820277766,0.0750137149715952,0.00711767206981234,0.0670495418638116,0.00711770403388646,0.00711759691086531,0.00711765418158372,0.00711761308195299,0.00711761668423551,0.00711771275371135,0.00711770148243922,0.00711759105277948,0.00711758154993624,0.00711763659982552,0.00711756143914457,0.00711774969492473,0.00711771302171943,0.0662707634799886,0.00711766146915334,0.0664654287270568,0.00711767019932581,0.00711763393512438,0.00711782048613339,0.00711759466072194,0.00711764809088275,0.0765852202547712,0.00711760322594525,0.00711774722158929,0.0737098762535153,0.00711781680410015,0.00711806395327429,0.00711762165564814
"3",0.068576904022742,0.00711812169107202,0.0718146017261274,0.0630222294679756,0.0821022229692557,0.0674035018895611,0.0774341424095936,0.00711824851601426,0.0703447738175139,0.0823471928489013,0.00711781294459666,0.00711806701856313,0.00712133874460854,0.0721012815017679,0.00712469989180756,0.00711762051851996,0.00712636602571208,0.00724303904862008,0.00711776750626536,0.00712270716517139,0.0071176316714343,0.00712439204953416,0.00711808443613118,0.00712089214195104,0.0071246516252674,0.00711781553965391,0.0908063151275767,0.00718652630405918,0.0920241514823559,0.082315874036628,0.00711939361382044,0.0789669702592171,0.0786623988728909,0.00720949575618244,0.0794427908002653,0.00712534658894578,0.00711855382759787,0.0914154934905585,0.00711823131791502,0.0647006622561031,0.0671414359519074,0.0761826952590689,0.0855308269056701,0.0071258300777582,0.00711921980609979,0.00712331622357535,0.0733780174927837,0.00716738433224506,0.00711757923929516,0.00712615729675246,0.00712788374356124,0.00711838714218307,0.00711762809539367,0.0749085535027715,0.0740839568945751,0.00711784316318333,0.00711762538640388,0.0794162117923634,0.00711866922415207,0.0856067672016345,0.0789025309678088,0.00711779317560732,0.007118635619781,0.00711795894207604,0.00712113809337854,0.00713489320611654,0.0755030346026388,0.00711787920253809,0.0845351206951399,0.0848354325630838,0.00712380311803482,0.0739738824632918,0.00711930521439149,0.00711762991954332,0.00711819361100127,0.00712398496026278,0.00711816445844197,0.00711814450558335,0.00711925854569898,0.00711761633557104,0.00711769524227855,0.00711813953453975,0.00711757705598096,0.00711833724348951,0.00712393616000107,0.0661994444213504,0.00712579560859371,0.0639657177319312,0.00711953536359452,0.00711842542563406,0.00712771551807457,0.00711896627458051,0.00712749469478067,0.0866593493146514,0.00711764085744536,0.0071291206003798,0.0775661834890071,0.00713399059712146,0.00715706431679119,0.00711785165191832
"4",0.0733121481459869,0.00713498994274572,0.0804603257266278,0.056739017884771,0.0827307183524614,0.071033654125551,0.079210092922517,0.0071350788048376,0.0617526510107621,0.0827581375030188,0.00712297177770739,0.00712324980955148,0.00722681565208754,0.0731309558741547,0.00730820311148561,0.00711769754301454,0.00735371194984787,0.00935002341118813,0.00712370069734208,0.00720748414721464,0.00711775323103102,0.00729113691032756,0.00712935631740489,0.00720597769958195,0.00729779490706674,0.00711861755940977,0.0909439571221678,0.00835269720037577,0.0929212320135897,0.0827546962915037,0.00717464741652017,0.0794286830073645,0.0794154920481246,0.0087613032211518,0.0795572317811559,0.00732476621800333,0.00713723244762707,0.0927157680653319,0.0071199466911555,0.058736738576281,0.0732126750173972,0.077897660920063,0.0857092491184498,0.00726459461903906,0.00715913592999401,0.00726883411900664,0.0757746213932978,0.00800966611147862,0.00711761823353519,0.0073457780355564,0.00729241718823375,0.00714154945770004,0.00711809863293423,0.0754148785978997,0.0756623463520193,0.00711923186729075,0.00711769858852893,0.0824116244276834,0.00712390929711952,0.0857557753782644,0.0794838662940348,0.00712463370986643,0.00713908525727081,0.00712507049695762,0.0071951962992748,0.00742020671270447,0.0759218826137144,0.00711923064872584,0.0856202273701528,0.0856788588247019,0.0072818334601117,0.075856081800576,0.00717413307299139,0.00711774995272404,0.00713036886279831,0.00729195317284019,0.00713327829211806,0.00711952413745781,0.00717265660671183,0.00711768565543628,0.00711879942927062,0.00713131561338457,0.00711761401588062,0.00712092267510491,0.00729696317151839,0.0671892523430023,0.00733874427514037,0.0644323964001299,0.00716338071682356,0.0071387831658703,0.00737493271921773,0.00715242727669343,0.00738672892884514,0.0874016744149379,0.00711772989465663,0.00742361560240432,0.0813334527628538,0.00755290392281079,0.00782408112393237,0.00711961891372249
"5",0.0743339968853025,0.00736489519658102,0.0820604779285656,0.0548313793917724,0.0827998741502306,0.0720753830570126,0.0793530619750557,0.00736124539761088,0.0560360263684208,0.0828037588399417,0.00719378407408009,0.00720568027668692,0.0083972757093808,0.0782680486952291,0.00912961023477987,0.00711842108754063,0.00959698326423033,0.0221835275945832,0.00721166752141779,0.00783269770945172,0.00711964493183852,0.00894493933143698,0.00728878579037847,0.00806175838867374,0.00901349259651624,0.00712665595690319,0.0909637327465294,0.0161233029598483,0.09301121764095,0.0828031678950268,0.00792322437629808,0.0794305044014355,0.0794581426191951,0.0185974001236381,0.0795751411792756,0.00929253370768351,0.007400456097764,0.0926780724645706,0.00713025364440281,0.0554991246066084,0.0766181681963079,0.0780747305183068,0.0856601637453138,0.00828296456019791,0.00756159266714175,0.00871977727855506,0.0760220645959296,0.0137921982217042,0.00711788527485241,0.00951308039124698,0.00849375958905823,0.00747320320937022,0.00712566135053351,0.075077477137519,0.0760234292661734,0.00714016994819858,0.00711823761703913,0.0827398695095753,0.0071624341961255,0.085769261571582,0.079545849360648,0.00722793587108343,0.00744567105455308,0.00725072707118034,0.00792874830962345,0.00948155968014811,0.0758546499633904,0.00713586309174114,0.0857461648237354,0.085767172111375,0.00885238279516899,0.0760397849895609,0.00798055894866983,0.00711957965925536,0.00729163909411461,0.00896299868535341,0.00734359449505677,0.00712591726631437,0.007962102430033,0.00711845422715017,0.00713910437482078,0.00731626556125627,0.00711776884952616,0.00714513384633539,0.00916396553620146,0.0680338528523728,0.00945346884590933,0.0692604185926542,0.00760498749630818,0.00739564326933712,0.0097989499130494,0.00748905822045154,0.00992647924135365,0.0874830761829404,0.00711829102519355,0.0102885956960773,0.081691292619368,0.0115718327499909,0.0124829631060135,0.00714642306285918
"6",0.0744324431278111,0.00908585616071685,0.0823837388387932,0.0547290343939422,0.082814972310285,0.0722613200387192,0.079342710667559,0.00905646102719816,0.0552595567499298,0.082814232134149,0.00775625778510877,0.00801301202293386,0.0153187243633605,0.0819437753072479,0.0184988013780996,0.00712994653437157,0.0207417227972415,0.0509352768671466,0.00794312804011475,0.0106720376904675,0.00714734534813053,0.0176103409352114,0.00856569119615263,0.0128430262427319,0.017957803598226,0.00722951582043325,0.0909691304806733,0.0391329282698835,0.0929365311181991,0.0828142184203402,0.0131993528632829,0.0793693893626763,0.0793911981446244,0.0433430658827026,0.0795803895409355,0.0190526390175372,0.00949889200541765,0.0921865993000894,0.00723646167991828,0.0550493163976525,0.0772430665150191,0.0781077152675396,0.0854915435446197,0.012776629908633,0.00990429329640931,0.0163462337190194,0.0760679479071881,0.032891987242282,0.00712169950643067,0.0203450373383985,0.0137560657093158,0.0100553699497995,0.00721455234802805,0.0739243626043388,0.0760764548365996,0.0073825959466537,0.00712480492929509,0.0827974616812513,0.00744677424202484,0.0857548913112689,0.0795522556784273,0.00810139656534179,0.0100150395956283,0.00847172828733306,0.0120812859151354,0.0179983717302403,0.075660022282497,0.0073190212873027,0.0857750363023866,0.0857861942941945,0.0170515856312339,0.0760743759116165,0.0140284700845599,0.0071462803192194,0.0085165369334157,0.0176153123928782,0.00897542112854167,0.00718219133129921,0.0139133799034823,0.00712908826519466,0.00738194911314607,0.0087755160013207,0.00711907033420485,0.00739468161415769,0.0193392497503516,0.0682220314195649,0.0201141078673969,0.0720708874619628,0.0101781959055247,0.00923196459420398,0.0218681517634483,0.00945310826233734,0.0220127542027387,0.0875012892616216,0.00712620710033061,0.0235348217547414,0.0816180359316183,0.0289220342123617,0.0289074598159632,0.00743930513177385
"7",0.0744021077701964,0.0170265721649982,0.0824991375813204,0.0547336535551421,0.0828198553195524,0.0723075596374831,0.0793083058319387,0.0169184693923767,0.0554806307558594,0.082817880863412,0.0107265990276308,0.0130111169277586,0.0356878385211334,0.0829716253622197,0.0414184312912641,0.00726195011831671,0.0454852623595863,0.073720814297143,0.0119001257968429,0.0194422996081259,0.00741302924835093,0.0400568842668688,0.0150283237030269,0.0280836419284919,0.040779711948145,0.00817828077860986,0.0909711534356046,0.0661829853391644,0.0927340191769665,0.0828179870710751,0.031823768798058,0.0792810152710314,0.0792618162569712,0.0661581012529865,0.0795825207367518,0.0405165824023195,0.0194643724536279,0.0911955139043151,0.00817277860885859,0.0552269428372164,0.0774262755012391,0.0781177376242589,0.0851603846133226,0.0255007721491989,0.0186104504448211,0.0360888214616969,0.0760819035844752,0.0600660278785455,0.00716507723439345,0.0448029551091229,0.0282087483756617,0.0215904043172682,0.00790575358268637,0.073725412687487,0.0760876027841959,0.00922470209543294,0.00718771739315536,0.0828134362578302,0.00920899826705166,0.0857178905919095,0.0795441349471461,0.0128804763752563,0.0223600310585017,0.0155822033931753,0.026170192009443,0.0379547880359148,0.0753519011265757,0.00870661280958788,0.0857849569303053,0.085792662837799,0.0380238302115205,0.0760857244745027,0.0348013239464837,0.00740300993840897,0.0144261610560432,0.0391740667943743,0.0168311871026938,0.00768674059833085,0.0344396918446478,0.00723189519862758,0.00923706378438435,0.0159688107236364,0.00713147374448202,0.00924348746527012,0.0434460725042898,0.0682862741468175,0.0444712975151246,0.0733709258451781,0.0195684624175036,0.0173686614937448,0.0490017622489801,0.0168849097823816,0.0460165641060205,0.0875073732896398,0.00721878759689831,0.048068288650133,0.0814962811593073,0.0565488522069373,0.05537769338239,0.00955213093865753
"8",0.0743676468487807,0.0369354388935717,0.0825603015481567,0.0547427858536069,0.0828219377516901,0.0723235398056298,0.0792685766142932,0.0367367886940037,0.0560719035216351,0.0828197342422193,0.0209948575215814,0.0305042575961435,0.0596725289113661,0.083296584917426,0.0643559634906987,0.0083241639099664,0.0671973233543896,0.0831888770952979,0.0251747160888836,0.0369961859304421,0.0091922269046372,0.0644968611572203,0.03349794982501,0.0517058065790663,0.065074503446801,0.0141010494111206,0.0909719966157464,0.0811212844414508,0.0923676249650896,0.0828197032654214,0.0572079329077822,0.0791720847590485,0.0790687873576884,0.0766379414465665,0.0795835709782819,0.0589834463323852,0.0424796410704142,0.0895685696151522,0.0139456884129267,0.0556705121739212,0.0775276746641887,0.0781230243813202,0.0845978290592368,0.0469483680082244,0.0374010110842292,0.0574078444797936,0.0760893884392215,0.0779417637921284,0.00752107220518126,0.0667447920802209,0.0507151337881752,0.0451791656487908,0.0116573764561829,0.0742985510806656,0.0760908855341211,0.0181706116482109,0.00764269332017775,0.0828203979228797,0.0169417540391388,0.0856513402302333,0.0795295163081482,0.0286210154991955,0.0488452486660481,0.0364596798747653,0.0510358924669774,0.062122569657152,0.0749201889514402,0.0157064559750777,0.0857896557924299,0.0857963092305914,0.0604239749677173,0.0760934113676659,0.0587465008574932,0.00913750978844986,0.0306323205364417,0.061323363203502,0.037398552569575,0.0110930958184948,0.0580886342472152,0.00795398292567479,0.0182257970943707,0.0354717158187396,0.00723267247527534,0.0181597554857473,0.0643887463221763,0.0683477492080947,0.0665180560784051,0.0744421184288242,0.0384605827294623,0.036835456261465,0.0732472690750753,0.0338020092576563,0.064371137166917,0.0875099857364829,0.00800336627055522,0.0653615180685025,0.0813773042583011,0.0731997713496073,0.0750894699002154,0.0193637330213454
"9",0.0743644366779418,0.0592904407784121,0.0826015383623335,0.0547562065877608,0.082823232771832,0.0723318800767541,0.07922819792269,0.0589707196586743,0.057027011900135,0.0828214392479379,0.0403629418603851,0.0561579814356157,0.0723706854838612,0.0834544169598467,0.0758405619495774,0.0143680602790419,0.0770936990914767,0.086492642404267,0.0472980425578938,0.0577561070246576,0.0171106895759968,0.0775637789033402,0.0571074950417529,0.0691820027917079,0.0778330120741714,0.0347354888794046,0.0909722172007587,0.0869812703112085,0.0917798878948699,0.0828208637207635,0.0712656220570575,0.0790460668793309,0.0788038150024509,0.0804493635723146,0.0795841696286271,0.0671399864660335,0.063558561567424,0.0872129382917264,0.0339494941895912,0.0564130173989239,0.0776068901670992,0.0781290012064213,0.0837285993120316,0.0676228171203603,0.0581522550785456,0.068617743102373,0.0760980317593865,0.0857116710584849,0.00970687548502214,0.0768991400862758,0.0695837829396494,0.0640909055211883,0.0246285559805853,0.0751313386600865,0.0760923833004225,0.0397657891365499,0.0102020166543444,0.0828262436251291,0.0344822416929391,0.0855442146941443,0.0795135680852173,0.0529593544771007,0.0699417800422142,0.0596546446284148,0.072325078256046,0.0785144778442958,0.0743577737607016,0.0345876155535965,0.0857932177316084,0.0858004853088618,0.0722175011649125,0.0761042539760046,0.0694457262600132,0.0171041568499711,0.0508414437142403,0.0726357548861155,0.0610262293681404,0.025242073581333,0.0685767950379906,0.0116967672245278,0.0397479219175292,0.0586888914395628,0.00792044132648025,0.0396742413470509,0.0732414484959814,0.0684408995364696,0.076716334028477,0.075609539394267,0.0568293099667655,0.0577600644635676,0.084444177500576,0.0541933106133114,0.0720229313045627,0.0875113576665864,0.0128418774971716,0.072196743147645,0.0812715413859643,0.0792559700609694,0.0842127016223139,0.0423003673212795
"10",0.0744211603686772,0.0717616276299883,0.0826348844665341,0.0547800528533589,0.0828248079596468,0.0723403674195937,0.0791895962459975,0.071201876108531,0.0584057688233299,0.0828243149402877,0.0578667057495441,0.0714194528686975,0.0770205051239001,0.0835648457409907,0.0801741614152399,0.0342803108743229,0.080677984160185,0.0876814027573127,0.0640341432162563,0.0723156044230723,0.0347432898090698,0.0826531481444849,0.0711048688869388,0.077316007508159,0.0827573302623549,0.0623959094394359,0.090971847419785,0.0891020881413267,0.0909050208080475,0.0828223552192333,0.0762594846818378,0.0789082846522018,0.0784585904293509,0.0818421454662044,0.0795846106929903,0.0698842187540559,0.0730496051039469,0.0841544457338727,0.0607408905568892,0.0575397523988226,0.0776774126356816,0.0781398278259959,0.0824881467482314,0.0805806024800567,0.0709388321745383,0.0728550405543125,0.0761137271030581,0.0887553179340717,0.0190738802637493,0.0806001668637609,0.0789683652785762,0.0720300140252838,0.0465140177755688,0.0760408408185726,0.0760938555848806,0.059795979247366,0.0203543531518702,0.0828348740924598,0.0501618913780148,0.0853830674136596,0.0795049008611357,0.0695480702235131,0.0784045860039914,0.0707180970764757,0.0832364652286331,0.0865592927773316,0.0736669514338898,0.0550406975915802,0.0857982376706933,0.0858080982695444,0.0767762410246695,0.0761244390424804,0.0726477654565635,0.0362619544403096,0.0626447689206913,0.0769437646054469,0.0740808846110856,0.0495353333602372,0.0716630557680979,0.0238315473993886,0.0595000056075754,0.0717346915608119,0.0117325636795568,0.0596888639194812,0.0761331228399843,0.0685900805914992,0.0803887443434139,0.0769188729614461,0.0665424661281342,0.0691650926330136,0.0885193862339509,0.067961248478976,0.0746927947283173,0.0875123167883249,0.0311222998436678,0.074499324982163,0.0811837375161376,0.0812430400472773,0.0877377089965579,0.0634668343704289
