"","x"
"1934",4.07968605394227e-11
"1935",3.61376929501291e-11
"1936",3.10800525008048e-11
"1937",2.71005101611565e-11
"1938",2.51286267993762e-11
"1939",2.56247488366595e-11
"1940",2.88118898047611e-11
"1941",3.48981573124812e-11
"1942",4.42745074847249e-11
"1943",5.78202042119731e-11
"1944",7.75480291085751e-11
"1945",1.07820548197957e-10
"1946",1.57207575064479e-10
"1947",2.40719590794469e-10
"1948",3.81731099260896e-10
"1949",6.12607512798271e-10
"1950",9.7298367719199e-10
"1951",1.50467633813458e-09
"1952",2.24194947726371e-09
"1953",3.19550122783506e-09
"1954",4.33007774551515e-09
"1955",5.54331048464209e-09
"1956",6.66876170786746e-09
"1957",7.53325158758846e-09
"1958",8.06317181720322e-09
"1959",8.36849873669133e-09
"1960",8.73719095235682e-09
"1961",9.57561518947608e-09
"1962",1.13995328035149e-08
"1963",1.49641328246363e-08
"1964",2.16536863568724e-08
"1965",3.45546818437582e-08
"1966",6.20173215037073e-08
"1967",1.33710112041512e-07
"1968",4.26216494181232e-07
"1969",1.01976845350581e-05
"1970",4.13936774269147e-06
"1971",4.20757920900792e-07
"1972",1.64642926121255e-07
"1973",9.39714952234891e-08
"1974",6.79563519632356e-08
"1975",6.23463413875659e-08
"1976",7.7312951693193e-08
"1977",1.35649142490541e-07
"1978",2.02688548514325e-07
"1979",8.3971721669534e-08
"1980",3.0799693149046e-08
"1981",1.26280664599305e-11
"1982",1.3369947482136e-11
"1983",1.50509706179414e-11
"1984",1.78585841588085e-11
"1985",2.14027416218534e-11
"1986",2.47844549000807e-11
"1987",2.70435803972449e-11
"1988",2.76511338223484e-11
"1989",2.67187439510852e-11
"1990",2.48527110184215e-11
"1991",2.28235712368853e-11
"1992",2.12841444119658e-11
"1993",2.0653838411939e-11
"1994",2.11543610196376e-11
"1995",2.29173147815536e-11
"1996",2.61014073051047e-11
"1997",3.10273548059239e-11
"1998",3.84221880238962e-11
"1999",4.99135692730531e-11
"2000",6.89176608786831e-11
"2001",1.0194751347868e-10
"2002",1.60126092734888e-10
"2003",2.60357269269579e-10
"2004",4.25332724144227e-10
"2005",6.81480159946247e-10
"2006",1.05410205203678e-09
"2007",1.55924983095476e-09
"2008",2.19257125108293e-09
"2009",2.91750089535569e-09
"2010",3.65987318279903e-09
"2011",4.32119977931713e-09
"2012",4.81918736798848e-09
"2013",5.14314627087631e-09
"2014",5.39000664073646e-09
"2015",5.75943365844866e-09
"2016",6.53026614108269e-09
"2017",8.06669115244326e-09
"2018",1.09002526969782e-08
"2019",1.59543577845682e-08
"2020",2.51097862333865e-08
"2021",4.28253076247411e-08
"2022",8.1894754104445e-08
"2023",1.91895316499991e-07
"2024",7.24727091531526e-07
"2025",0.0651962684814557
"2026",1.8833654899691e-06
"2027",3.99074634243663e-07
"2028",1.86066236316983e-07
"2029",1.21951789465412e-07
"2030",1.06935206783779e-07
"2031",1.37583789632904e-07
"2032",3.45346473343276e-07
"2033",2.21114224568623e-06
"2034",2.07310253759615e-07
"2035",5.68503326819886e-08
"2036",1.45216290433637e-11
"2037",1.49447393717668e-11
"2038",1.57620545052274e-11
"2039",1.70514294865829e-11
"2040",1.86540800952813e-11
"2041",2.0204044747471e-11
"2042",2.13108565603193e-11
"2043",2.17599702707798e-11
"2044",2.15985452755614e-11
"2045",2.10753865493539e-11
"2046",2.05080505467335e-11
"2047",2.01673937072464e-11
"2048",2.0232174927847e-11
"2049",2.08045787096772e-11
"2050",2.19595067514493e-11
"2051",2.38064703198779e-11
"2052",2.65805500019223e-11
"2053",3.08179690632805e-11
"2054",3.77078352326881e-11
"2055",4.96988226898873e-11
"2056",7.13765486476428e-11
"2057",1.10440433409319e-10
"2058",1.78382409811689e-10
"2059",2.90239925272707e-10
"2060",4.62761194268619e-10
"2061",7.10529553685945e-10
"2062",1.04011064944778e-09
"2063",1.44320799301022e-09
"2064",1.89140850696715e-09
"2065",2.33722652000773e-09
"2066",2.7268778209187e-09
"2067",3.02580309707254e-09
"2068",3.24788958173531e-09
"2069",3.47288332116039e-09
"2070",3.84523563406826e-09
"2071",4.56659142098313e-09
"2072",5.90575817595166e-09
"2073",8.25175325468862e-09
"2074",1.22475552588008e-08
"2075",1.91009543371883e-08
"2076",3.13706298429874e-08
"2077",5.52804930014348e-08
"2078",1.09175403289656e-07
"2079",2.66793128923747e-07
"2080",1.08042145758865e-06
"2081",2.27847709255723e-05
"2082",1.56924608584139e-06
"2083",4.33353212686907e-07
"2084",2.23540727547682e-07
"2085",1.67455123359644e-07
"2086",1.90112610273025e-07
"2087",4.37641827883638e-07
"2088",0.0262832536085211
"2089",4.34223985615793e-07
"2090",1.04780759118943e-07
"2091",1.63858945946042e-11
"2092",1.66905343616031e-11
"2093",1.71576170427461e-11
"2094",1.78181760301124e-11
"2095",1.86133650965887e-11
"2096",1.94055656954883e-11
"2097",2.00490089990978e-11
"2098",2.0463711375147e-11
"2099",2.06700054853236e-11
"2100",2.0765307498414e-11
"2101",2.08728993653883e-11
"2102",2.11002263104452e-11
"2103",2.15206599167187e-11
"2104",2.21816990506369e-11
"2105",2.31260564975918e-11
"2106",2.44263395333829e-11
"2107",2.62408286132158e-11
"2108",2.89314638373802e-11
"2109",3.32937274601425e-11
"2110",4.09460509298738e-11
"2111",5.48819047689719e-11
"2112",8.00711209927239e-11
"2113",1.23833885269287e-10
"2114",1.95560452753025e-10
"2115",3.05334708833699e-10
"2116",4.6123049515079e-10
"2117",6.65542399469789e-10
"2118",9.10979576855841e-10
"2119",1.17879561475096e-09
"2120",1.44156251716973e-09
"2121",1.67273496773071e-09
"2122",1.86218316045551e-09
"2123",2.03239472560723e-09
"2124",2.24834682498403e-09
"2125",2.61885173717459e-09
"2126",3.29579214084813e-09
"2127",4.48357208257389e-09
"2128",6.4734089066665e-09
"2129",9.72379110442451e-09
"2130",1.50350000721351e-08
"2131",2.39484440028452e-08
"2132",3.97705933011466e-08
"2133",7.06553944641353e-08
"2134",1.41313255652776e-07
"2135",3.58114358111815e-07
"2136",1.72683313926826e-06
"2137",0.0766791238287554
"2138",1.24101148713308e-06
"2139",3.68505575962506e-07
"2140",2.01477562700829e-07
"2141",1.64814612138438e-07
"2142",2.00086355787988e-07
"2143",3.0650756712784e-07
"2144",2.57543618235032e-07
"2145",1.44500584033902e-07
"2146",1.79071472131836e-11
"2147",1.81782536941284e-11
"2148",1.8521261126125e-11
"2149",1.89483753572112e-11
"2150",1.94407424696478e-11
"2151",1.99520378646921e-11
"2152",2.04329753712518e-11
"2153",2.08579446937895e-11
"2154",2.12370394186901e-11
"2155",2.16072735034698e-11
"2156",2.20162230468972e-11
"2157",2.25056569187348e-11
"2158",2.31070166568547e-11
"2159",2.38444694310302e-11
"2160",2.47444318254928e-11
"2161",2.58535509748252e-11
"2162",2.72729076460595e-11
"2163",2.92297970551267e-11
"2164",3.22155978291449e-11
"2165",3.72201443251874e-11
"2166",4.60568872248449e-11
"2167",6.17110755079441e-11
"2168",8.85378910577614e-11
"2169",1.32044779723035e-10
"2170",1.97991075779798e-10
"2171",2.90705271451212e-10
"2172",4.10885176463524e-10
"2173",5.53670955891246e-10
"2174",7.08282485217866e-10
"2175",8.60686259825571e-10
"2176",1.00011224871238e-09
"2177",1.12855508011443e-09
"2178",1.27040693038357e-09
"2179",1.47893245735835e-09
"2180",1.83871000742428e-09
"2181",2.467278940535e-09
"2182",3.52254641923913e-09
"2183",5.22446286499529e-09
"2184",7.90333429206545e-09
"2185",1.21001697063347e-08
"2186",1.87832667014396e-08
"2187",2.98631649547408e-08
"2188",4.95979192155694e-08
"2189",8.92411154035358e-08
"2190",1.87652890615412e-07
"2191",5.66981309120977e-07
"2192",8.73452497561541e-06
"2193",3.88145068080072e-06
"2194",4.62687081574738e-07
"2195",1.82891576582745e-07
"2196",1.12049121981918e-07
"2197",9.36378428379269e-08
"2198",9.63500719700552e-08
"2199",1.01771553665884e-07
"2200",1.05977635077358e-07
"2201",1.87636281186328e-11
"2202",1.90276034319838e-11
"2203",1.93308144058737e-11
"2204",1.96787665767911e-11
"2205",2.00670614074767e-11
"2206",2.04829270051591e-11
"2207",2.09125339974652e-11
"2208",2.13506583218554e-11
"2209",2.1803080586436e-11
"2210",2.2285729245238e-11
"2211",2.28177783614289e-11
"2212",2.34174850763518e-11
"2213",2.41006412859739e-11
"2214",2.48817159718682e-11
"2215",2.57793777386227e-11
"2216",2.6824089078537e-11
"2217",2.8078569137922e-11
"2218",2.967702600028e-11
"2219",3.19031538310082e-11
"2220",3.5319397324312e-11
"2221",4.09459425837752e-11
"2222",5.04499658294766e-11
"2223",6.62460404099346e-11
"2224",9.13598057902963e-11
"2225",1.28907501052744e-10
"2226",1.81155210246721e-10
"2227",2.48361492014331e-10
"2228",3.27914628418083e-10
"2229",4.14544425362304e-10
"2230",5.02397850852432e-10
"2231",5.89331023528549e-10
"2232",6.82872457445498e-10
"2233",8.06369443980338e-10
"2234",1.00365040945601e-09
"2235",1.34165110167337e-09
"2236",1.91252743893151e-09
"2237",2.83879321969879e-09
"2238",4.28665371511187e-09
"2239",6.49544333112954e-09
"2240",9.83901091523539e-09
"2241",1.49578525038984e-08
"2242",2.30680131523514e-08
"2243",3.6773631001952e-08
"2244",6.25909441330438e-08
"2245",1.21038790163807e-07
"2246",3.08678838519703e-07
"2247",1.85929357332676e-06
"2248",8.9249454996023e-06
"2249",4.70314120813953e-07
"2250",1.50408468061295e-07
"2251",7.71360677320608e-08
"2252",5.29751455579424e-08
"2253",4.5919245436874e-08
"2254",4.72695100694064e-08
"2255",5.58396741543022e-08
"2256",1.87054712429436e-11
"2257",1.89613111380316e-11
"2258",1.92445050807352e-11
"2259",1.95587550598438e-11
"2260",1.99044051015019e-11
"2261",2.02797284556768e-11
"2262",2.0683222906007e-11
"2263",2.11156929894361e-11
"2264",2.15821605260013e-11
"2265",2.20909362725664e-11
"2266",2.26515746036015e-11
"2267",2.32742687054482e-11
"2268",2.39692859943388e-11
"2269",2.47473727945094e-11
"2270",2.5622593379347e-11
"2271",2.66161783157641e-11
"2272",2.77670516825455e-11
"2273",2.9151807544096e-11
"2274",3.09256246516442e-11
"2275",3.33877451278884e-11
"2276",3.7073452447772e-11
"2277",4.28497417670317e-11
"2278",5.19647971708877e-11
"2279",6.59763569501463e-11
"2280",8.64851648083886e-11
"2281",1.14668614887924e-10
"2282",1.50743307524226e-10
"2283",1.93662645331779e-10
"2284",2.41495146588818e-10
"2285",2.929248608792e-10
"2286",3.50071720855314e-10
"2287",4.22362931213829e-10
"2288",5.3068821659977e-10
"2289",7.10894977477838e-10
"2290",1.01615380854153e-09
"2291",1.51880188448119e-09
"2292",2.31365462386336e-09
"2293",3.52627046114086e-09
"2294",5.33213668837627e-09
"2295",7.9988597125259e-09
"2296",1.19797911149304e-08
"2297",1.81330641730575e-08
"2298",2.82846031838959e-08
"2299",4.69138109801964e-08
"2300",8.7563393519385e-08
"2301",2.09057283430699e-07
"2302",1.00271442150522e-06
"2303",4.24874138289361e-05
"2304",4.64983768994501e-07
"2305",1.2710288833233e-07
"2306",5.77521143872475e-08
"2307",3.46271017322364e-08
"2308",2.63235396534193e-08
"2309",2.50881044830869e-08
"2310",2.88642688376119e-08
"2311",1.7643304723011e-11
"2312",1.78786474675033e-11
"2313",1.81361342141771e-11
"2314",1.84186741480581e-11
"2315",1.87278946894968e-11
"2316",1.90654370672742e-11
"2317",1.94329915430861e-11
"2318",1.98332484139551e-11
"2319",2.02708536381574e-11
"2320",2.07510243213062e-11
"2321",2.12802550393497e-11
"2322",2.18657196731277e-11
"2323",2.25154926309333e-11
"2324",2.32383448249015e-11
"2325",2.40456195720436e-11
"2326",2.49531039178032e-11
"2327",2.59852323987842e-11
"2328",2.71863116705378e-11
"2329",2.86386849506158e-11
"2330",3.04941701475227e-11
"2331",3.30178127735413e-11
"2332",3.66331573624005e-11
"2333",4.19465588365225e-11
"2334",4.97159702333569e-11
"2335",6.07335722219979e-11
"2336",7.56265304166781e-11
"2337",9.46524780565444e-11
"2338",1.1766508643776e-10
"2339",1.44497534690094e-10
"2340",1.76022960994515e-10
"2341",2.16033888631336e-10
"2342",2.73839665415953e-10
"2343",3.67181969720323e-10
"2344",5.24888577768624e-10
"2345",7.88837497698698e-10
"2346",1.21541986329634e-09
"2347",1.87772709581369e-09
"2348",2.87116531772157e-09
"2349",4.32761508296863e-09
"2350",6.44837794668311e-09
"2351",9.57845296015162e-09
"2352",1.43776683733026e-08
"2353",2.22486595480813e-08
"2354",3.65836311185852e-08
"2355",6.73597211861773e-08
"2356",1.55775814326684e-07
"2357",6.61251777959917e-07
"2358",0.120764220636264
"2359",4.51968514865461e-07
"2360",1.11077193262515e-07
"2361",4.6400296478372e-08
"2362",2.50224909529865e-08
"2363",1.68062761019426e-08
"2364",1.44342316679406e-08
"2365",1.55099097401912e-08
"2366",1.57021066642551e-11
"2367",1.59033554495872e-11
"2368",1.61229936766008e-11
"2369",1.63629178705069e-11
"2370",1.66253217611766e-11
"2371",1.69121069373182e-11
"2372",1.72257071092837e-11
"2373",1.75690355885215e-11
"2374",1.79457237955225e-11
"2375",1.83597989366873e-11
"2376",1.88167311595154e-11
"2377",1.93214712869271e-11
"2378",1.98808441144207e-11
"2379",2.05023661955096e-11
"2380",2.11950881058291e-11
"2381",2.19708110752428e-11
"2382",2.2846161210877e-11
"2383",2.38477020254229e-11
"2384",2.50194936296447e-11
"2385",2.64376091568853e-11
"2386",2.82294838239605e-11
"2387",3.05938461466796e-11
"2388",3.38143940533943e-11
"2389",3.82490184879972e-11
"2390",4.4290007912627e-11
"2391",5.22970727222068e-11
"2392",6.25528086716073e-11
"2393",7.5334141946649e-11
"2394",9.12426610097047e-11
"2395",1.11951327604978e-10
"2396",1.41477230089329e-10
"2397",1.8796385740469e-10
"2398",2.6576592069628e-10
"2399",3.97465252372764e-10
"2400",6.15472034008865e-10
"2401",9.6324535101733e-10
"2402",1.49702182235271e-09
"2403",2.29034468229818e-09
"2404",3.44593478122178e-09
"2405",5.12363730712724e-09
"2406",7.60234968627862e-09
"2407",1.14183282140847e-08
"2408",1.77007770441618e-08
"2409",2.91226165017525e-08
"2410",5.3267739546521e-08
"2411",1.192383447037e-07
"2412",4.2438583711777e-07
"2413",2.67221611580514e-06
"2414",3.65365991948968e-07
"2415",9.45013382733621e-08
"2416",3.82509298967392e-08
"2417",1.91783913870816e-08
"2418",1.14979224168829e-08
"2419",8.71550087458315e-09
"2420",8.54307844451453e-09
"2421",1.32060886535494e-11
"2422",1.33640543742138e-11
"2423",1.35364112913621e-11
"2424",1.37245253811278e-11
"2425",1.39302398409848e-11
"2426",1.41550289800039e-11
"2427",1.44014256234969e-11
"2428",1.4671516820071e-11
"2429",1.49683162448923e-11
"2430",1.52949847181844e-11
"2431",1.5655238909822e-11
"2432",1.60536292994513e-11
"2433",1.6495058006862e-11
"2434",1.69855457534817e-11
"2435",1.75323894932148e-11
"2436",1.81441604670932e-11
"2437",1.88328960212724e-11
"2438",1.96151062454161e-11
"2439",2.0515744762803e-11
"2440",2.15744764103752e-11
"2441",2.28535796785549e-11
"2442",2.44474778198157e-11
"2443",2.64899690195436e-11
"2444",2.91546963366035e-11
"2445",3.26479029973609e-11
"2446",3.72010805230045e-11
"2447",4.30876548719156e-11
"2448",5.07212326915887e-11
"2449",6.09160991879354e-11
"2450",7.54076499907431e-11
"2451",9.77209966106283e-11
"2452",1.34400417073214e-10
"2453",1.96504606007734e-10
"2454",3.01137557029358e-10
"2455",4.72780221305619e-10
"2456",7.44457008487982e-10
"2457",1.15948558018476e-09
"2458",1.77581754890766e-09
"2459",2.67693832585289e-09
"2460",3.9965844426973e-09
"2461",5.97137733743525e-09
"2462",9.05406829809234e-09
"2463",1.41800391897268e-08
"2464",2.3496955171958e-08
"2465",4.27946040970012e-08
"2466",9.19166697494626e-08
"2467",2.62941914660254e-07
"2468",6.46684212414101e-07
"2469",2.30987164953547e-07
"2470",7.3860397349367e-08
"2471",3.08262328728442e-08
"2472",1.4951626348478e-08
"2473",8.18386585778873e-09
"2474",5.4154407884749e-09
"2475",4.71917144710329e-09
"2476",1.05856617376737e-11
"2477",1.06985363652777e-11
"2478",1.0821622606819e-11
"2479",1.09558783772302e-11
"2480",1.11026829094418e-11
"2481",1.12632837842981e-11
"2482",1.14392173715638e-11
"2483",1.16323085316846e-11
"2484",1.18446420304962e-11
"2485",1.20785803788839e-11
"2486",1.23367495677704e-11
"2487",1.26222800595107e-11
"2488",1.2939119237417e-11
"2489",1.32914579682067e-11
"2490",1.36844973219906e-11
"2491",1.41248478318763e-11
"2492",1.46205552377447e-11
"2493",1.51826460034217e-11
"2494",1.58262569000339e-11
"2495",1.65736121377825e-11
"2496",1.74576245716728e-11
"2497",1.85264373990789e-11
"2498",1.98477483572969e-11
"2499",2.15143216384155e-11
"2500",2.36479930217185e-11
"2501",2.64111760417056e-11
"2502",3.00424089827368e-11
"2503",3.49430005828485e-11
"2504",4.18688689971669e-11
"2505",5.22864121941708e-11
"2506",6.89555335442160e-11
"2507",9.67704194057106e-11
"2508",1.43819436547797e-10
"2509",2.22550225756377e-10
"2510",3.50929732596085e-10
"2511",5.53714346470654e-10
"2512",8.64545021736151e-10
"2513",1.33066655908351e-09
"2514",2.02369027142104e-09
"2515",3.06237990883385e-09
"2516",4.65876036276556e-09
"2517",7.21391060229253e-09
"2518",1.15378668607609e-08
"2519",1.9431494579698e-08
"2520",3.54853104778769e-08
"2521",7.34709816341348e-08
"2522",1.74251777280827e-07
"2523",2.77501699861217e-07
"2524",1.35707481715579e-07
"2525",5.33091581847652e-08
"2526",2.36868830674001e-08
"2527",1.14616666674592e-08
"2528",5.89006593175848e-09
"2529",3.41271653273407e-09
"2530",2.56679660006136e-09
"2531",8.24499397735133e-12
"2532",8.31743850320061e-12
"2533",8.39625066333344e-12
"2534",8.48244688854089e-12
"2535",8.57678911033632e-12
"2536",8.67988421903409e-12
"2537",8.79292978257217e-12
"2538",8.91705030434466e-12
"2539",9.05375096533147e-12
"2540",9.2043562132305e-12
"2541",9.37062732492835e-12
"2542",9.55499706361717e-12
"2543",9.75947570269368e-12
"2544",9.98739607403958e-12
"2545",1.02420940559782e-11
"2546",1.05280301933662e-11
"2547",1.08507311485387e-11
"2548",1.1217221768717e-11
"2549",1.16370108866475e-11
"2550",1.21236327754567e-11
"2551",1.26957104788245e-11
"2552",1.33803422422476e-11
"2553",1.42163066057909e-11
"2554",1.52583814471376e-11
"2555",1.6585362883755e-11
"2556",1.83144924389999e-11
"2557",2.06334613452572e-11
"2558",2.38665719606717e-11
"2559",2.86050386212431e-11
"2560",3.59409878962811e-11
"2561",4.78469819690831e-11
"2562",6.77348094858961e-11
"2563",1.0119705519899e-10
"2564",1.56910995865123e-10
"2565",2.47725441175405e-10
"2566",3.92180814966743e-10
"2567",6.17235882867528e-10
"2568",9.63882521806174e-10
"2569",1.49863562416078e-09
"2570",2.3359464216162e-09
"2571",3.68133095575402e-09
"2572",5.91925580712482e-09
"2573",9.81439938290327e-09
"2574",1.70375599086926e-08
"2575",3.17056977645921e-08
"2576",6.49192694564317e-08
"2577",1.3665162518401e-07
"2578",1.67818079473894e-07
"2579",8.63144739357896e-08
"2580",3.76473680783621e-08
"2581",1.75195890192143e-08
"2582",8.50794931967577e-09
"2583",4.18211700046524e-09
"2584",2.14936625530651e-09
"2585",1.35637358459669e-09
"2586",6.44351049120209e-12
"2587",6.48479720188122e-12
"2588",6.5296941991746e-12
"2589",6.57885277281608e-12
"2590",6.63246279026337e-12
"2591",6.69136480766724e-12
"2592",6.75584533796267e-12
"2593",6.82659271523649e-12
"2594",6.90460858728632e-12
"2595",6.99082371880196e-12
"2596",7.08601577919872e-12
"2597",7.19177030846034e-12
"2598",7.3092204218308e-12
"2599",7.4403483536296e-12
"2600",7.58729367342019e-12
"2601",7.75271417037372e-12
"2602",7.94019533674056e-12
"2603",8.15393094702281e-12
"2604",8.39993654593952e-12
"2605",8.6862607604697e-12
"2606",9.02385641273037e-12
"2607",9.42913090026505e-12
"2608",9.92539798299029e-12
"2609",1.05465132928148e-11
"2610",1.13441348950101e-11
"2611",1.23988851903692e-11
"2612",1.38437098801819e-11
"2613",1.59074972738987e-11
"2614",1.89980101167505e-11
"2615",2.38456522397781e-11
"2616",3.17407861599492e-11
"2617",4.48952194978025e-11
"2618",6.69670320892616e-11
"2619",1.03808991673914e-10
"2620",1.64609065756801e-10
"2621",2.63841454149556e-10
"2622",4.24954343759611e-10
"2623",6.87459577565878e-10
"2624",1.12013974871553e-09
"2625",1.84501165349164e-09
"2626",3.08215945644683e-09
"2627",5.24286476110747e-09
"2628",9.1520562074134e-09
"2629",1.66533054988706e-08
"2630",3.24299913916683e-08
"2631",6.91259491519062e-08
"2632",1.40510010586096e-07
"2633",1.36387738763882e-07
"2634",6.32635259745724e-08
"2635",2.76598875502979e-08
"2636",1.28883267780393e-08
"2637",6.1553784739954e-09
"2638",2.88913506085463e-09
"2639",1.33147924624425e-09
"2640",6.90163013264949e-10
"2641",5.2496827389185e-12
"2642",5.27012012258376e-12
"2643",5.29250610929712e-12
"2644",5.31693109610864e-12
"2645",5.34356885440609e-12
"2646",5.37300456410649e-12
"2647",5.40514456783796e-12
"2648",5.4405111047558e-12
"2649",5.47941713590072e-12
"2650",5.52253293279897e-12
"2651",5.57008825232475e-12
"2652",5.62313015137578e-12
"2653",5.68219017755373e-12
"2654",5.74825184865186e-12
"2655",5.82268944122814e-12
"2656",5.90676533205358e-12
"2657",6.00239800195132e-12
"2658",6.1122844160004e-12
"2659",6.23945076590627e-12
"2660",6.38885459612255e-12
"2661",6.56652168602634e-12
"2662",6.78199999268839e-12
"2663",7.04886554635988e-12
"2664",7.38735607459179e-12
"2665",7.82919925921614e-12
"2666",8.42424712078052e-12
"2667",9.25581242299714e-12
"2668",1.04655196311911e-11
"2669",1.23021375305598e-11
"2670",1.52039379015045e-11
"2671",1.99416712635599e-11
"2672",2.78567988340808e-11
"2673",4.12638112664373e-11
"2674",6.41635712311325e-11
"2675",1.03585635536387e-10
"2676",1.72196106421685e-10
"2677",2.93297746388581e-10
"2678",5.09975050055707e-10
"2679",9.01048448630078e-10
"2680",1.60893216672899e-09
"2681",2.89276298265235e-09
"2682",5.24689540717046e-09
"2683",9.7114400539513e-09
"2684",1.88193041488495e-08
"2685",4.00024271489633e-08
"2686",9.89216657480749e-08
"2687",2.26857228626567e-07
"2688",1.48684550940575e-07
"2689",5.37670574554635e-08
"2690",2.18993627416401e-08
"2691",9.77663483949742e-09
"2692",4.44362137791415e-09
"2693",1.94740798677109e-09
"2694",8.01254471519458e-10
"2695",3.36314779502824e-10
"2696",4.57432996363087e-12
"2697",4.58295499578986e-12
"2698",4.59252689506825e-12
"2699",4.60280591401303e-12
"2700",4.61429291488563e-12
"2701",4.62674743208934e-12
"2702",4.64048214993946e-12
"2703",4.65551842551929e-12
"2704",4.67218949348378e-12
"2705",4.69059078900496e-12
"2706",4.71114783247729e-12
"2707",4.73391625468904e-12
"2708",4.75941886978119e-12
"2709",4.78797855063984e-12
"2710",4.82038241242274e-12
"2711",4.85705366873958e-12
"2712",4.89924269001795e-12
"2713",4.94797150610941e-12
"2714",5.00484572198473e-12
"2715",5.07239640375354e-12
"2716",5.15377606498167e-12
"2717",5.25397131503936e-12
"2718",5.38002512749609e-12
"2719",5.54279888450504e-12
"2720",5.75919475933973e-12
"2721",6.05634871556114e-12
"2722",6.47899421342068e-12
"2723",7.10330643131857e-12
"2724",8.06187223229184e-12
"2725",9.58986975500145e-12
"2726",1.21133337183888e-11
"2727",1.64229101297581e-11
"2728",2.40369924867134e-11
"2729",3.79825021674836e-11
"2730",6.44662681872413e-11
"2731",1.16295200516883e-10
"2732",2.19394288915907e-10
"2733",4.24314446212791e-10
"2734",8.25649380298456e-10
"2735",1.5960494855108e-09
"2736",3.05514000856095e-09
"2737",5.83876961382085e-09
"2738",1.13966332266381e-08
"2739",2.37882132995493e-08
"2740",5.85715856221867e-08
"2741",2.20455820784076e-07
"2742",1.30140960758446e-06
"2743",1.93501736053449e-07
"2744",4.92413157154768e-08
"2745",1.83954828000806e-08
"2746",7.7483477164013e-09
"2747",3.28046298100556e-09
"2748",1.30503810829927e-09
"2749",4.68438481504093e-10
"2750",1.56864175846787e-10
"2751",4.25339630599468e-12
"2752",4.25638515362743e-12
"2753",4.25977186416657e-12
"2754",4.26346795338614e-12
"2755",4.26744921346018e-12
"2756",4.27190918045409e-12
"2757",4.27678223214693e-12
"2758",4.28211832985094e-12
"2759",4.28802458394284e-12
"2760",4.29468242846803e-12
"2761",4.30196417264381e-12
"2762",4.3101054585852e-12
"2763",4.31939845816285e-12
"2764",4.32964476611669e-12
"2765",4.34136783001401e-12
"2766",4.3548430528928e-12
"2767",4.37045736655711e-12
"2768",4.38843242324424e-12
"2769",4.40993695082329e-12
"2770",4.43566323018621e-12
"2771",4.46729282794684e-12
"2772",4.506810977953e-12
"2773",4.55719750722684e-12
"2774",4.6237674088051e-12
"2775",4.71378808534131e-12
"2776",4.83970936734334e-12
"2777",5.0218306225112e-12
"2778",5.29479163943333e-12
"2779",5.71987443801969e-12
"2780",6.41249754114862e-12
"2781",7.60216826510853e-12
"2782",9.78185386727715e-12
"2783",1.40747855189982e-11
"2784",2.31138958329064e-11
"2785",4.30228324778743e-11
"2786",8.75155176831751e-11
"2787",1.85600504262e-10
"2788",3.94850626472765e-10
"2789",8.23390395332329e-10
"2790",1.66886340957234e-09
"2791",3.30106399354677e-09
"2792",6.47663580354854e-09
"2793",1.30108977667564e-08
"2794",2.84419851047542e-08
"2795",7.79502281433301e-08
"2796",4.63531286463531e-07
"2797",0.0208954714248652
"2798",1.57835111958643e-07
"2799",4.03079361145368e-08
"2800",1.50588004929028e-08
"2801",6.17505621187297e-09
"2802",2.46277768422424e-09
"2803",8.83660621841317e-10
"2804",2.70494157220761e-10
"2805",7.09813793477844e-11
"2806",4.12831675437306e-12
"2807",4.12921921163173e-12
"2808",4.13020426329152e-12
"2809",4.13115773198599e-12
"2810",4.13233986948443e-12
"2811",4.13354577231961e-12
"2812",4.13499557040894e-12
"2813",4.1364731864045e-12
"2814",4.1382259239378e-12
"2815",4.14003640452528e-12
"2816",4.14218109298977e-12
"2817",4.14449210608035e-12
"2818",4.14715962962399e-12
"2819",4.15016662569419e-12
"2820",4.15352422538473e-12
"2821",4.15752275016463e-12
"2822",4.16220221289348e-12
"2823",4.16765538213087e-12
"2824",4.17409242434014e-12
"2825",4.18208339501591e-12
"2826",4.19197495831052e-12
"2827",4.20467197539504e-12
"2828",4.22100153439233e-12
"2829",4.24305205925105e-12
"2830",4.27350508253665e-12
"2831",4.31660405982126e-12
"2832",4.38010875735004e-12
"2833",4.47702844601695e-12
"2834",4.63268705001247e-12
"2835",4.90175176655361e-12
"2836",5.41487445299223e-12
"2837",6.51127098924069e-12
"2838",9.09254315019344e-12
"2839",1.55059149040018e-11
"2840",3.15600171533729e-11
"2841",7.06749432179548e-11
"2842",1.61546532065479e-10
"2843",3.60962274481734e-10
"2844",7.74185193337531e-10
"2845",1.5893285523602e-09
"2846",3.14635456795562e-09
"2847",6.1036417090737e-09
"2848",1.18966744232338e-08
"2849",2.4140506717089e-08
"2850",5.29714498616532e-08
"2851",1.16368284104153e-07
"2852",1.31887592569839e-07
"2853",6.11710258064255e-08
"2854",2.5064216713548e-08
"2855",1.07516878851405e-08
"2856",4.57343336896986e-09
"2857",1.79043357694312e-09
"2858",5.97677557629324e-10
"2859",1.58361591090827e-10
"2860",3.28466727159385e-11
"2861",4.08999589844285e-12
"2862",4.09017426626481e-12
"2863",4.09032619015306e-12
"2864",4.09057863134176e-12
"2865",4.09087493862048e-12
"2866",4.0911615429366e-12
"2867",4.09146110825163e-12
