New319planet_16,New319planet_50,New319planet_84,Old34planetdeg55_16,Old34planetdeg55_50,Old34planetdeg55_84,Radii
1.890083953,4.667968572,10.08285676,0.489646999,1.255218485,2.471982247,1
3.556748799,7.86539193,17.397698,3.604538402,7.668087862,18.81723013,3
6.816022777,18.07381501,44.30877071,7.996449369,17.38285173,33.85267586,5
19.91142898,95.71423566,380.8545765,30.13988373,148.3911264,219.5430215,8
